# NIRWizard 0.1.7 — subject GLM nuisance-regressor coefficients (descriptive)
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/quiet_1.snirf sha256=3450a7da53c06fca85a7eea728119ec2acdb0ab65c898234b4f9e6130cca2266
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/quiet_2.snirf sha256=fffd8621e0f23f2f6b8d8a96399af57657bfe620a8d1436530fb36618354f444
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/noise_1.snirf sha256=e02b5983b2f586ec1eec748e2d8d6c5240c7723ca7ba4dbb3f91196c2c8acb47
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/noise_2.snirf sha256=c98402779496ac1aba0fb382d28822eb689572c5d291435b7733ef053f4fb302
# statistics: solver=AR-IRLS; inferential; correction=Benjamini-Hochberg FDR; families=condition × chromophore, across channels
# regressors: drift_r1_1, drift_r1_2, drift_r1_3, drift_r1_4, drift_r1_5, drift_r1_6, drift_r1_7, drift_r1_8, drift_r1_9, drift_r2_1, drift_r2_2, drift_r2_3, drift_r2_4, drift_r2_5, drift_r2_6, drift_r2_7, drift_r3_1, drift_r3_2, drift_r3_3, drift_r3_4, drift_r3_5, drift_r3_6, drift_r3_7, drift_r3_8, drift_r4_1, drift_r4_2, drift_r4_3, drift_r4_4, drift_r4_5, drift_r4_6, drift_r4_7, run_2, run_3, run_4, intercept
# provenance: quiet_vs_noise_glm_results.json (authoritative sidecar, schema 1.0)
channel,signal,regressor,beta,se
S9-D13,HbR,drift_r1_7,7.558692e-1,4.897524e-1
S9-D13,HbR,drift_r1_8,1.129959e0,4.775736e-1
S9-D13,HbR,drift_r1_9,1.923494e-1,4.645755e-1
S9-D13,HbR,drift_r2_1,2.507194e-1,5.237583e-1
S9-D13,HbR,drift_r2_2,-5.529097e-2,5.185396e-1
S9-D13,HbR,drift_r2_3,3.077247e-1,5.115662e-1
S9-D13,HbR,drift_r2_4,1.495793e-2,5.000618e-1
S9-D13,HbR,drift_r2_5,2.079290e-1,4.893017e-1
S9-D13,HbR,drift_r2_6,-1.358695e-1,4.746031e-1
S9-D13,HbR,drift_r2_7,-1.272536e-1,4.607633e-1
S9-D13,HbR,drift_r3_1,-2.792252e-2,5.272049e-1
S9-D13,HbR,drift_r3_2,5.321491e-1,5.268143e-1
S9-D13,HbR,drift_r3_3,1.436148e-1,5.150656e-1
S9-D13,HbR,drift_r3_4,5.513576e-1,5.100511e-1
S9-D13,HbR,drift_r3_5,-8.731052e-2,4.939464e-1
S9-D13,HbR,drift_r3_6,7.565134e-2,4.827162e-1
S9-D13,HbR,drift_r3_7,1.603165e-1,4.667517e-1
S9-D13,HbR,drift_r3_8,-1.861007e-2,4.520940e-1
S9-D13,HbR,drift_r4_1,1.817693e-1,5.241096e-1
S9-D13,HbR,drift_r4_2,1.193552e0,5.204064e-1
S9-D13,HbR,drift_r4_3,-2.729638e-1,5.123101e-1
S9-D13,HbR,drift_r4_4,4.927552e-1,5.011396e-1
S9-D13,HbR,drift_r4_5,-7.590573e-2,4.907507e-1
S9-D13,HbR,drift_r4_6,3.821977e-1,4.759699e-1
S9-D13,HbR,drift_r4_7,3.642925e-1,4.633506e-1
S9-D13,HbR,run_2,-2.228563e-2,1.059027e-2
S9-D13,HbR,run_3,-8.057259e-3,1.102935e-2
S9-D13,HbR,run_4,-1.681841e-3,1.104587e-2
S9-D13,HbR,intercept,1.069800e-3,7.398547e-3
S10-D5,HbO,drift_r1_1,1.376751e0,9.202100e-1
S10-D5,HbO,drift_r1_2,2.165354e0,9.071480e-1
S10-D5,HbO,drift_r1_3,-9.032645e-1,8.902461e-1
S10-D5,HbO,drift_r1_4,-3.143409e-1,8.849368e-1
S10-D5,HbO,drift_r1_5,-1.435805e0,8.887961e-1
S10-D5,HbO,drift_r1_6,-8.923401e-1,8.759294e-1
S10-D5,HbO,drift_r1_7,-6.104511e-1,8.714804e-1
S10-D5,HbO,drift_r1_8,-1.877193e-1,8.680102e-1
S10-D5,HbO,drift_r1_9,-1.610958e0,8.575617e-1
S10-D5,HbO,drift_r2_1,-1.603702e0,8.783425e-1
S10-D5,HbO,drift_r2_2,3.412290e-1,8.820190e-1
S10-D5,HbO,drift_r2_3,-1.873986e0,8.721617e-1
S10-D5,HbO,drift_r2_4,6.438895e-1,8.676834e-1
S10-D5,HbO,drift_r2_5,-2.361767e0,8.603165e-1
S10-D5,HbO,drift_r2_6,6.785100e-2,8.540155e-1
S10-D5,HbO,drift_r2_7,-2.487265e0,8.452408e-1
S10-D5,HbO,drift_r3_1,9.611484e-1,8.857985e-1
S10-D5,HbO,drift_r3_2,1.725779e0,8.946503e-1
S10-D5,HbO,drift_r3_3,1.397146e0,8.777855e-1
S10-D5,HbO,drift_r3_4,2.050549e0,8.871977e-1
S10-D5,HbO,drift_r3_5,9.787373e-1,8.676466e-1
S10-D5,HbO,drift_r3_6,1.231579e0,8.647755e-1
S10-D5,HbO,drift_r3_7,5.893459e-1,8.546813e-1
S10-D5,HbO,drift_r3_8,-1.716396e-1,8.449231e-1
S10-D5,HbO,drift_r4_1,1.526011e-2,8.783354e-1
S10-D5,HbO,drift_r4_2,1.776556e-1,8.884152e-1
S10-D5,HbO,drift_r4_3,-4.388219e-1,8.724874e-1
S10-D5,HbO,drift_r4_4,-6.584295e-1,8.685660e-1
S10-D5,HbO,drift_r4_5,-6.788980e-1,8.614505e-1
S10-D5,HbO,drift_r4_6,-1.718545e-1,8.537904e-1
S10-D5,HbO,drift_r4_7,-6.523939e-1,8.487507e-1
S10-D5,HbO,run_2,-1.617683e-2,1.757086e-2
S10-D5,HbO,run_3,2.274583e-2,1.963936e-2
S10-D5,HbO,run_4,2.389747e-3,1.969579e-2
S10-D5,HbO,intercept,-7.065845e-2,1.305783e-2
S10-D5,HbR,drift_r1_1,1.168172e-1,3.361524e-1
S10-D5,HbR,drift_r1_2,1.754669e-3,3.315906e-1
S10-D5,HbR,drift_r1_3,2.656020e-1,3.257973e-1
S10-D5,HbR,drift_r1_4,3.305405e-2,3.235351e-1
S10-D5,HbR,drift_r1_5,5.105109e-2,3.244011e-1
S10-D5,HbR,drift_r1_6,-4.955557e-1,3.194387e-1
S10-D5,HbR,drift_r1_7,-3.887502e-1,3.173551e-1
S10-D5,HbR,drift_r1_8,-5.607244e-1,3.153781e-1
S10-D5,HbR,drift_r1_9,-1.929852e-1,3.111423e-1
S10-D5,HbR,drift_r2_1,-6.149892e-1,3.215972e-1
S10-D5,HbR,drift_r2_2,-2.911493e-1,3.224012e-1
S10-D5,HbR,drift_r2_3,-5.339252e-1,3.188703e-1
S10-D5,HbR,drift_r2_4,-1.029312e-1,3.166728e-1
S10-D5,HbR,drift_r2_5,-7.251186e-1,3.136522e-1
S10-D5,HbR,drift_r2_6,1.655579e-1,3.106112e-1
S10-D5,HbR,drift_r2_7,-4.525299e-1,3.068655e-1
S10-D5,HbR,drift_r3_1,3.515518e-1,3.242386e-1
S10-D5,HbR,drift_r3_2,3.873324e-1,3.270368e-1
S10-D5,HbR,drift_r3_3,2.052461e-1,3.209372e-1
S10-D5,HbR,drift_r3_4,5.835311e-1,3.236055e-1
S10-D5,HbR,drift_r3_5,7.907042e-2,3.163333e-1
S10-D5,HbR,drift_r3_6,3.906424e-1,3.146721e-1
S10-D5,HbR,drift_r3_7,-2.123430e-1,3.103129e-1
S10-D5,HbR,drift_r3_8,1.193487e-1,3.061611e-1
S10-D5,HbR,drift_r4_1,7.290787e-2,3.216192e-1
S10-D5,HbR,drift_r4_2,-8.597713e-2,3.245353e-1
S10-D5,HbR,drift_r4_3,2.878281e-1,3.190234e-1
S10-D5,HbR,drift_r4_4,2.211234e-1,3.170224e-1
S10-D5,HbR,drift_r4_5,9.402294e-2,3.141106e-1
S10-D5,HbR,drift_r4_6,1.412112e-1,3.106376e-1
S10-D5,HbR,drift_r4_7,-4.035879e-1,3.081618e-1
S10-D5,HbR,run_2,2.128006e-3,6.438584e-3
S10-D5,HbR,run_3,-7.982471e-5,7.120105e-3
S10-D5,HbR,run_4,-4.237537e-3,7.139307e-3
S10-D5,HbR,intercept,-6.747552e-3,4.740078e-3
S10-D8,HbO,drift_r1_1,1.406428e0,8.568705e-1
S10-D8,HbO,drift_r1_2,1.321278e0,8.448401e-1
S10-D8,HbO,drift_r1_3,7.619075e-1,8.293039e-1
S10-D8,HbO,drift_r1_4,2.547457e-2,8.241647e-1
S10-D8,HbO,drift_r1_5,-2.429119e-1,8.273234e-1
S10-D8,HbO,drift_r1_6,-2.283213e-1,8.151792e-1
S10-D8,HbO,drift_r1_7,-2.011902e-1,8.106518e-1
S10-D8,HbO,drift_r1_8,-9.474856e-1,8.069362e-1
S10-D8,HbO,drift_r1_9,-6.183700e-1,7.968441e-1
S10-D8,HbO,drift_r2_1,-2.235907e0,8.183972e-1
S10-D8,HbO,drift_r2_2,-7.520475e-1,8.215035e-1
S10-D8,HbO,drift_r2_3,-1.617678e0,8.122899e-1
S10-D8,HbO,drift_r2_4,-2.440886e-1,8.077692e-1
S10-D8,HbO,drift_r2_5,-1.821218e0,8.005881e-1
S10-D8,HbO,drift_r2_6,-2.180829e-1,7.942363e-1
S10-D8,HbO,drift_r2_7,-1.942966e0,7.855883e-1
S10-D8,HbO,drift_r3_1,1.810095e-1,8.253166e-1
S10-D8,HbO,drift_r3_2,9.168025e-1,8.332073e-1
S10-D8,HbO,drift_r3_3,1.790318e-1,8.175674e-1
S10-D8,HbO,drift_r3_4,1.488410e0,8.257430e-1
S10-D8,HbO,drift_r3_5,-1.869046e-1,8.074538e-1
S10-D8,HbO,drift_r3_6,7.747484e-1,8.042761e-1
S10-D8,HbO,drift_r3_7,-1.011069e0,7.944218e-1
S10-D8,HbO,drift_r3_8,6.585617e-1,7.848329e-1
S10-D8,HbO,drift_r4_1,-8.412146e-1,8.184034e-1
S10-D8,HbO,drift_r4_2,8.831854e-1,8.273272e-1
S10-D8,HbO,drift_r4_3,-5.379395e-1,8.126141e-1
S10-D8,HbO,drift_r4_4,5.025539e-1,8.086118e-1
S10-D8,HbO,drift_r4_5,-1.069918e0,8.016768e-1
S10-D8,HbO,drift_r4_6,-6.794180e-1,7.941042e-1
S10-D8,HbO,drift_r4_7,8.301138e-1,7.888724e-1
S10-D8,HbO,run_2,-1.314785e-2,1.637299e-2
S10-D8,HbO,run_3,-1.318967e-2,1.825098e-2
S10-D8,HbO,run_4,-2.233652e-2,1.830314e-2
S10-D8,HbO,intercept,-3.001898e-2,1.213889e-2
S10-D8,HbR,drift_r1_1,4.499712e-1,2.500327e-1
S10-D8,HbR,drift_r1_2,4.507522e-1,2.457747e-1
S10-D8,HbR,drift_r1_3,1.156375e-1,2.399696e-1
S10-D8,HbR,drift_r1_4,2.030337e-2,2.392336e-1
S10-D8,HbR,drift_r1_5,-1.050022e-1,2.413815e-1
S10-D8,HbR,drift_r1_6,-4.105850e-2,2.383706e-1
S10-D8,HbR,drift_r1_7,-5.935166e-2,2.379777e-1
S10-D8,HbR,drift_r1_8,-1.540815e-1,2.386270e-1
S10-D8,HbR,drift_r1_9,-5.307514e-2,2.364954e-1
S10-D8,HbR,drift_r2_1,-1.736636e-1,2.366165e-1
S10-D8,HbR,drift_r2_2,1.377682e-1,2.389698e-1
S10-D8,HbR,drift_r2_3,9.760910e-3,2.358125e-1
S10-D8,HbR,drift_r2_4,4.242061e-1,2.358682e-1
S10-D8,HbR,drift_r2_5,-2.313015e-1,2.342969e-1
S10-D8,HbR,drift_r2_6,3.873397e-1,2.342562e-1
S10-D8,HbR,drift_r2_7,-1.386922e-1,2.327908e-1
S10-D8,HbR,drift_r3_1,1.909919e-2,2.389133e-1
S10-D8,HbR,drift_r3_2,3.034915e-1,2.422853e-1
S10-D8,HbR,drift_r3_3,2.066910e-1,2.373724e-1
S10-D8,HbR,drift_r3_4,5.880342e-1,2.416316e-1
S10-D8,HbR,drift_r3_5,2.178081e-1,2.363816e-1
S10-D8,HbR,drift_r3_6,5.440408e-1,2.367569e-1
S10-D8,HbR,drift_r3_7,-1.298756e-1,2.354968e-1
S10-D8,HbR,drift_r3_8,4.408725e-1,2.338965e-1
S10-D8,HbR,drift_r4_1,-2.791954e-1,2.365491e-1
S10-D8,HbR,drift_r4_2,1.294027e-1,2.412800e-1
S10-D8,HbR,drift_r4_3,-3.480337e-1,2.358221e-1
S10-D8,HbR,drift_r4_4,-6.278352e-2,2.360687e-1
S10-D8,HbR,drift_r4_5,-3.778258e-1,2.345234e-1
S10-D8,HbR,drift_r4_6,-3.997654e-1,2.339552e-1
S10-D8,HbR,drift_r4_7,-4.454226e-1,2.337577e-1
S10-D8,HbR,run_2,1.840415e-3,4.720454e-3
S10-D8,HbR,run_3,-8.431962e-3,5.479823e-3
S10-D8,HbR,run_4,-1.384092e-2,5.499808e-3
S10-D8,HbR,intercept,-8.724415e-3,3.627767e-3
S10-D9,HbO,drift_r1_1,1.541421e0,1.159517e0
S10-D9,HbO,drift_r1_2,1.060731e0,1.144287e0
S10-D9,HbO,drift_r1_3,8.649324e-1,1.125335e0
S10-D9,HbO,drift_r1_4,-6.319775e-1,1.116202e0
S10-D9,HbO,drift_r1_5,-1.047799e-1,1.117235e0
S10-D9,HbO,drift_r1_6,-1.860862e0,1.098874e0
S10-D9,HbO,drift_r1_7,-7.732164e-1,1.089903e0
S10-D9,HbO,drift_r1_8,-1.515553e0,1.080436e0
S10-D9,HbO,drift_r1_9,-6.293780e-1,1.064125e0
S10-D9,HbO,drift_r2_1,-4.265356e0,1.111456e0
S10-D9,HbO,drift_r2_2,-2.257172e0,1.112296e0
S10-D9,HbO,drift_r2_3,-4.011814e0,1.100141e0
S10-D9,HbO,drift_r2_4,-1.175183e0,1.090378e0
S10-D9,HbO,drift_r2_5,-4.454208e0,1.078574e0
S10-D9,HbO,drift_r2_6,-7.132439e-1,1.065261e0
S10-D9,HbO,drift_r2_7,-3.755743e0,1.050217e0
S10-D9,HbO,drift_r3_1,1.447547e0,1.120268e0
S10-D9,HbO,drift_r3_2,1.819013e0,1.128479e0
S10-D9,HbO,drift_r3_3,1.751644e0,1.107285e0
S10-D9,HbO,drift_r3_4,2.366700e0,1.113812e0
S10-D9,HbO,drift_r3_5,1.039311e0,1.087839e0
S10-D9,HbO,drift_r3_6,2.090812e0,1.079793e0
S10-D9,HbO,drift_r3_7,5.379828e-1,1.062142e0
S10-D9,HbO,drift_r3_8,5.882849e-1,1.045544e0
S10-D9,HbO,drift_r4_1,-1.497781e0,1.111625e0
S10-D9,HbO,drift_r4_2,-5.334457e-1,1.119050e0
S10-D9,HbO,drift_r4_3,-1.539216e0,1.100804e0
S10-D9,HbO,drift_r4_4,-3.191119e-1,1.091705e0
S10-D9,HbO,drift_r4_5,-1.404873e0,1.080340e0
S10-D9,HbO,drift_r4_6,-1.885186e0,1.065743e0
S10-D9,HbO,drift_r4_7,-3.912914e-1,1.054800e0
S10-D9,HbO,run_2,-1.249294e-2,2.227689e-2
S10-D9,HbO,run_3,3.645669e-2,2.439554e-2
S10-D9,HbO,run_4,1.152701e-2,2.445661e-2
S10-D9,HbO,intercept,-5.283354e-2,1.625992e-2
S10-D9,HbR,drift_r1_1,9.410450e-2,2.802248e-1
S10-D9,HbR,drift_r1_2,-8.197397e-2,2.758348e-1
S10-D9,HbR,drift_r1_3,1.424871e-1,2.699549e-1
S10-D9,HbR,drift_r1_4,8.643664e-2,2.688542e-1
S10-D9,HbR,drift_r1_5,3.355523e-2,2.707828e-1
S10-D9,HbR,drift_r1_6,-1.743529e-1,2.672662e-1
S10-D9,HbR,drift_r1_7,-3.163749e-1,2.665117e-1
S10-D9,HbR,drift_r1_8,-4.060702e-1,2.665664e-1
S10-D9,HbR,drift_r1_9,3.396625e-2,2.639325e-1
S10-D9,HbR,drift_r2_1,-7.645743e-1,2.662236e-1
S10-D9,HbR,drift_r2_2,-3.452187e-1,2.682541e-1
S10-D9,HbR,drift_r2_3,-6.290196e-1,2.649915e-1
S10-D9,HbR,drift_r2_4,-3.118864e-2,2.645279e-1
S10-D9,HbR,drift_r2_5,-8.505728e-1,2.626391e-1
S10-D9,HbR,drift_r2_6,-3.840464e-2,2.618985e-1
S10-D9,HbR,drift_r2_7,-7.205229e-1,2.599176e-1
S10-D9,HbR,drift_r3_1,1.526411e-1,2.686728e-1
S10-D9,HbR,drift_r3_2,1.928103e-1,2.719963e-1
S10-D9,HbR,drift_r3_3,1.942908e-1,2.667282e-1
S10-D9,HbR,drift_r3_4,3.721683e-1,2.707297e-1
S10-D9,HbR,drift_r3_5,1.342132e-1,2.649261e-1
S10-D9,HbR,drift_r3_6,4.407173e-1,2.648794e-1
S10-D9,HbR,drift_r3_7,-3.062282e-2,2.628680e-1
S10-D9,HbR,drift_r3_8,2.152267e-1,2.606796e-1
S10-D9,HbR,drift_r4_1,-4.351895e-1,2.661769e-1
S10-D9,HbR,drift_r4_2,-8.220431e-2,2.705563e-1
S10-D9,HbR,drift_r4_3,-1.790428e-1,2.650348e-1
S10-D9,HbR,drift_r4_4,-1.829505e-1,2.647633e-1
S10-D9,HbR,drift_r4_5,-4.287242e-1,2.629220e-1
S10-D9,HbR,drift_r4_6,-6.355512e-1,2.616653e-1
S10-D9,HbR,drift_r4_7,-6.448218e-3,2.609774e-1
S10-D9,HbR,run_2,-5.217443e-4,5.315614e-3
S10-D9,HbR,run_3,-6.947006e-4,6.070590e-3
S10-D9,HbR,run_4,-5.574564e-3,6.090871e-3
S10-D9,HbR,intercept,-3.291765e-3,4.026322e-3
S11-D6,HbO,drift_r1_1,3.027425e0,1.450957e0
S11-D6,HbO,drift_r1_2,1.076183e0,1.431365e0
S11-D6,HbO,drift_r1_3,2.758244e0,1.406450e0
S11-D6,HbO,drift_r1_4,1.681262e0,1.396830e0
S11-D6,HbO,drift_r1_5,3.308952e0,1.400575e0
S11-D6,HbO,drift_r1_6,-2.024154e0,1.379374e0
S11-D6,HbO,drift_r1_7,-2.719911e0,1.370468e0
S11-D6,HbO,drift_r1_8,1.883446e0,1.362096e0
S11-D6,HbO,drift_r1_9,1.969038e0,1.343955e0
S11-D6,HbO,drift_r2_1,-4.893651e0,1.388433e0
S11-D6,HbO,drift_r2_2,-4.910278e0,1.392002e0
S11-D6,HbO,drift_r2_3,-4.617548e0,1.376800e0
S11-D6,HbO,drift_r2_4,-2.442635e0,1.367495e0
S11-D6,HbO,drift_r2_5,-5.180424e0,1.354528e0
S11-D6,HbO,drift_r2_6,-2.870665e0,1.341619e0
S11-D6,HbO,drift_r2_7,-5.634847e0,1.325561e0
S11-D6,HbO,drift_r3_1,1.004767e0,1.399784e0
S11-D6,HbO,drift_r3_2,4.974091e-1,1.411804e0
S11-D6,HbO,drift_r3_3,2.431057e0,1.385675e0
S11-D6,HbO,drift_r3_4,1.918726e0,1.397187e0
S11-D6,HbO,drift_r3_5,2.685653e0,1.366043e0
S11-D6,HbO,drift_r3_6,1.331616e0,1.358965e0
S11-D6,HbO,drift_r3_7,6.290142e-1,1.340372e0
S11-D6,HbO,drift_r3_8,1.641663e0,1.322600e0
S11-D6,HbO,drift_r4_1,-1.926994e0,1.388528e0
S11-D6,HbO,drift_r4_2,-8.934554e0,1.401188e0
S11-D6,HbO,drift_r4_3,-1.271103e0,1.377456e0
S11-D6,HbO,drift_r4_4,-5.260321e0,1.368998e0
S11-D6,HbO,drift_r4_5,1.885758e0,1.356497e0
S11-D6,HbO,drift_r4_6,-9.980147e0,1.341727e0
S11-D6,HbO,drift_r4_7,2.638074e0,1.331121e0
S11-D6,HbO,run_2,-5.695855e-2,2.778694e-2
S11-D6,HbO,run_3,-3.780752e-2,3.071890e-2
S11-D6,HbO,run_4,-7.246608e-2,3.080279e-2
S11-D6,HbO,intercept,2.042325e-2,2.045147e-2
S11-D6,HbR,drift_r1_1,-1.077323e0,7.805438e-1
S11-D6,HbR,drift_r1_2,3.895160e-1,7.709352e-1
S11-D6,HbR,drift_r1_3,1.452228e0,7.598872e-1
S11-D6,HbR,drift_r1_4,8.103866e-2,7.507899e-1
S11-D6,HbR,drift_r1_5,-7.987700e-1,7.472874e-1
S11-D6,HbR,drift_r1_6,2.145931e0,7.321185e-1
S11-D6,HbR,drift_r1_7,7.856582e-1,7.222159e-1
S11-D6,HbR,drift_r1_8,-4.032729e0,7.103782e-1
S11-D6,HbR,drift_r1_9,-5.296387e-1,6.958563e-1
S11-D6,HbR,drift_r2_1,2.873671e0,7.520116e-1
S11-D6,HbR,drift_r2_2,3.958121e0,7.485400e-1
S11-D6,HbR,drift_r2_3,1.366039e0,7.400717e-1
S11-D6,HbR,drift_r2_4,-1.299836e0,7.287970e-1
S11-D6,HbR,drift_r2_5,1.358595e0,7.177043e-1
S11-D6,HbR,drift_r2_6,1.311313e0,7.028476e-1
S11-D6,HbR,drift_r2_7,1.019954e0,6.882541e-1
S11-D6,HbR,drift_r3_1,1.665771e0,7.573719e-1
S11-D6,HbR,drift_r3_2,3.394399e-1,7.599487e-1
S11-D6,HbR,drift_r3_3,-7.205269e-1,7.449333e-1
S11-D6,HbR,drift_r3_4,7.277290e-1,7.437551e-1
S11-D6,HbR,drift_r3_5,-1.281147e0,7.240447e-1
S11-D6,HbR,drift_r3_6,-1.771435e-1,7.136875e-1
S11-D6,HbR,drift_r3_7,-1.066617e-1,6.964333e-1
S11-D6,HbR,drift_r3_8,3.915307e-1,6.805874e-1
S11-D6,HbR,drift_r4_1,-1.441132e0,7.523185e-1
S11-D6,HbR,drift_r4_2,7.921894e-1,7.519821e-1
S11-D6,HbR,drift_r4_3,7.953827e-3,7.408093e-1
S11-D6,HbR,drift_r4_4,1.773562e0,7.299737e-1
S11-D6,HbR,drift_r4_5,-1.174388e0,7.192971e-1
S11-D6,HbR,drift_r4_6,-2.058285e0,7.039817e-1
S11-D6,HbR,drift_r4_7,3.090431e0,6.915915e-1
S11-D6,HbR,run_2,-1.352536e-2,1.513152e-2
S11-D6,HbR,run_3,1.497657e-2,1.611222e-2
S11-D6,HbR,run_4,6.640827e-3,1.614336e-2
S11-D6,HbR,intercept,-1.082602e-2,1.077629e-2
S11-D9,HbO,drift_r1_1,8.395551e-1,8.164881e-1
S11-D9,HbO,drift_r1_2,1.446696e0,8.043263e-1
S11-D9,HbO,drift_r1_3,-7.840231e-1,7.882717e-1
S11-D9,HbO,drift_r1_4,-5.746642e-1,7.842326e-1
S11-D9,HbO,drift_r1_5,-1.485888e0,7.886354e-1
S11-D9,HbO,drift_r1_6,-8.201732e-1,7.777009e-1
S11-D9,HbO,drift_r1_7,-4.584200e-1,7.744894e-1
S11-D9,HbO,drift_r1_8,2.161300e-1,7.728594e-1
S11-D9,HbO,drift_r1_9,-1.190262e0,7.642190e-1
S11-D9,HbO,drift_r2_1,-1.409829e0,7.776230e-1
S11-D9,HbO,drift_r2_2,-5.115253e-1,7.821300e-1
S11-D9,HbO,drift_r2_3,-2.020927e0,7.729579e-1
S11-D9,HbO,drift_r2_4,-8.535556e-1,7.701737e-1
S11-D9,HbO,drift_r2_5,-3.003840e0,7.640227e-1
S11-D9,HbO,drift_r2_6,-1.070303e0,7.599677e-1
S11-D9,HbO,drift_r2_7,-3.065693e0,7.529926e-1
S11-D9,HbO,drift_r3_1,1.058215e0,7.844808e-1
S11-D9,HbO,drift_r3_2,1.905497e-1,7.931633e-1
S11-D9,HbO,drift_r3_3,8.452173e-1,7.779798e-1
S11-D9,HbO,drift_r3_4,6.951372e-1,7.878258e-1
S11-D9,HbO,drift_r3_5,5.594528e-1,7.706061e-1
S11-D9,HbO,drift_r3_6,-3.575552e-1,7.690915e-1
S11-D9,HbO,drift_r3_7,4.404420e-1,7.614861e-1
S11-D9,HbO,drift_r3_8,-5.445713e-1,7.537603e-1
S11-D9,HbO,drift_r4_1,-1.019551e0,7.775575e-1
S11-D9,HbO,drift_r4_2,-2.747374e-1,7.882941e-1
S11-D9,HbO,drift_r4_3,-1.446547e0,7.731747e-1
S11-D9,HbO,drift_r4_4,-4.507372e-1,7.709160e-1
S11-D9,HbO,drift_r4_5,-5.543369e-1,7.649529e-1
S11-D9,HbO,drift_r4_6,-1.038396e0,7.595513e-1
S11-D9,HbO,drift_r4_7,7.542397e-1,7.561132e-1
S11-D9,HbO,run_2,-2.116176e-2,1.554185e-2
S11-D9,HbO,run_3,3.145012e-2,1.755026e-2
S11-D9,HbO,run_4,1.521459e-2,1.760469e-2
S11-D9,HbO,intercept,-6.965877e-2,1.165519e-2
S11-D9,HbR,drift_r1_1,-6.741057e-2,2.931362e-1
S11-D9,HbR,drift_r1_2,-3.147594e-1,2.893190e-1
S11-D9,HbR,drift_r1_3,5.337018e-1,2.845829e-1
S11-D9,HbR,drift_r1_4,8.208090e-2,2.822659e-1
S11-D9,HbR,drift_r1_5,4.006126e-1,2.824863e-1
S11-D9,HbR,drift_r1_6,1.155603e-1,2.778547e-1
S11-D9,HbR,drift_r1_7,-6.435384e-2,2.755675e-1
S11-D9,HbR,drift_r1_8,-3.497970e-1,2.731364e-1
S11-D9,HbR,drift_r1_9,4.129949e-1,2.690073e-1
S11-D9,HbR,drift_r2_1,-9.479890e-1,2.810853e-1
S11-D9,HbR,drift_r2_2,-9.037614e-1,2.812585e-1
S11-D9,HbR,drift_r2_3,-7.159885e-1,2.782086e-1
S11-D9,HbR,drift_r2_4,-6.571192e-1,2.757151e-1
S11-D9,HbR,drift_r2_5,-7.146772e-1,2.727249e-1
S11-D9,HbR,drift_r2_6,-7.627132e-1,2.693252e-1
S11-D9,HbR,drift_r2_7,-5.492402e-1,2.655050e-1
S11-D9,HbR,drift_r3_1,5.615355e-2,2.833044e-1
S11-D9,HbR,drift_r3_2,-6.252113e-2,2.853379e-1
S11-D9,HbR,drift_r3_3,1.309235e-1,2.800150e-1
S11-D9,HbR,drift_r3_4,4.377572e-2,2.816020e-1
S11-D9,HbR,drift_r3_5,1.742350e-1,2.750641e-1
S11-D9,HbR,drift_r3_6,7.070538e-2,2.729986e-1
S11-D9,HbR,drift_r3_7,7.334031e-2,2.685133e-1
S11-D9,HbR,drift_r3_8,-6.481919e-3,2.642991e-1
S11-D9,HbR,drift_r4_1,-7.703620e-1,2.811297e-1
S11-D9,HbR,drift_r4_2,-8.507143e-1,2.829429e-1
S11-D9,HbR,drift_r4_3,-8.382918e-1,2.783780e-1
S11-D9,HbR,drift_r4_4,-4.956755e-1,2.760511e-1
S11-D9,HbR,drift_r4_5,-7.203471e-1,2.731724e-1
S11-D9,HbR,drift_r4_6,-9.252227e-1,2.694549e-1
S11-D9,HbR,drift_r4_7,-2.051093e-2,2.666583e-1
S11-D9,HbR,run_2,-7.576533e-3,5.633393e-3
S11-D9,HbR,run_3,-2.991067e-3,6.160663e-3
S11-D9,HbR,run_4,-9.348939e-3,6.176041e-3
S11-D9,HbR,intercept,9.470149e-3,4.106853e-3
S11-D10,HbO,drift_r1_1,1.206240e0,1.413070e0
S11-D10,HbO,drift_r1_2,2.422345e0,1.394298e0
S11-D10,HbO,drift_r1_3,2.231855e0,1.370691e0
S11-D10,HbO,drift_r1_4,1.523921e0,1.360285e0
S11-D10,HbO,drift_r1_5,7.852788e-2,1.362475e0
S11-D10,HbO,drift_r1_6,-8.790359e-2,1.340798e0
S11-D10,HbO,drift_r1_7,-1.245561e0,1.330732e0
S11-D10,HbO,drift_r1_8,2.616400e-1,1.320556e0
S11-D10,HbO,drift_r1_9,-6.987465e-1,1.301514e0
S11-D10,HbO,drift_r2_1,-4.671186e0,1.353557e0
S11-D10,HbO,drift_r2_2,-3.490462e0,1.355604e0
S11-D10,HbO,drift_r2_3,-4.185985e0,1.340742e0
S11-D10,HbO,drift_r2_4,-2.208000e0,1.330008e0
S11-D10,HbO,drift_r2_5,-4.996496e0,1.316272e0
