# NIRWizard 0.1.7 — subject block average — per-channel statistics
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/quiet_1.snirf sha256=3450a7da53c06fca85a7eea728119ec2acdb0ab65c898234b4f9e6130cca2266
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/quiet_2.snirf sha256=fffd8621e0f23f2f6b8d8a96399af57657bfe620a8d1436530fb36618354f444
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/noise_1.snirf sha256=e02b5983b2f586ec1eec748e2d8d6c5240c7723ca7ba4dbb3f91196c2c8acb47
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/noise_2.snirf sha256=c98402779496ac1aba0fb382d28822eb689572c5d291435b7733ef053f4fb302
# statistics: solver=epoch mean; descriptive (no p/q); correction=none; families=n/a (no correction applied)
# band: 95% CI (band_type=ci95; half-width = multiplier × SEM, df = n_epochs − 1 per channel)
# trial rejection: no trial rejection applied
# units: μM (source: conversion record)
# condition '1': 3 onsets, 0 out of bounds, n = 3 per channel
# condition '10': 3 onsets, 0 out of bounds, n = 3 per channel
# condition '11': 4 onsets, 0 out of bounds, n = 4 per channel
# condition '20': 12 onsets, 0 out of bounds, n = 12 per channel
# condition '21': 12 onsets, 0 out of bounds, n = 12 per channel
# condition '30': 24 onsets, 0 out of bounds, n = 24 per channel
# condition '40': 4 onsets, 1 out of bounds, n = 3 per channel
# peak: signed extremum (largest |mean|) at t ≥ 0; band_at_peak: band half-width there
# provenance: block_average.json (authoritative sidecar, schema 1.0)
channel,signal,condition,peak,peak_time_s,band_at_peak,n_epochs_kept,n_epochs_rejected,status
S1-D2,HbR,20,-8.472963e-2,9.600000,8.235306e-2,12,0,good
S1-D3,HbO,20,5.994199e-1,8.900000,3.270368e-1,12,0,good
S1-D3,HbR,20,9.964600e-2,36.600000,4.388969e-2,12,0,good
S2-D1,HbO,20,9.106064e-1,8.500000,5.907077e-1,12,0,good
S2-D1,HbR,20,1.360664e-1,32.300000,7.042703e-2,12,0,good
S2-D4,HbO,20,4.795048e-1,7.500000,3.134877e-1,12,0,good
S2-D4,HbR,20,8.064066e-2,23.800000,3.513400e-2,12,0,good
S3-D1,HbO,20,4.536303e-1,8.700000,2.570507e-1,12,0,good
S3-D1,HbR,20,7.791674e-2,31.800000,3.390671e-2,12,0,good
S3-D3,HbO,20,5.413336e-1,4.900000,2.398779e-1,12,0,good
S3-D3,HbR,20,5.422937e-2,32.700000,1.472533e-2,12,0,good
S3-D4,HbO,20,2.533225e-1,6.900000,1.438113e-1,12,0,good
S3-D4,HbR,20,5.952371e-2,33.000000,2.834471e-2,12,0,good
S4-D2,HbO,20,6.702556e-1,8.700000,2.874081e-1,12,0,good
S4-D2,HbR,20,-9.271044e-2,8.500000,4.265682e-2,12,0,good
S4-D3,HbO,20,4.682745e-1,7.300000,2.284150e-1,12,0,good
S4-D3,HbR,20,-4.606337e-2,18.900000,3.073844e-2,12,0,good
S4-D7,HbO,20,3.734208e-1,8.600000,2.345186e-1,12,0,good
S4-D7,HbR,20,-4.695561e-2,17.600000,3.547919e-2,12,0,good
S5-D2,HbO,20,8.405531e-1,8.500000,3.610015e-1,12,0,good
S5-D2,HbR,20,-9.390320e-2,6.900000,6.570298e-2,12,0,good
S5-D7,HbO,20,5.053864e-1,8.000000,3.678177e-1,12,0,good
S5-D7,HbR,20,-5.917818e-2,14.800000,3.750863e-2,12,0,good
S6-D3,HbO,20,4.707255e-1,6.500000,2.414685e-1,12,0,good
S6-D3,HbR,20,5.361731e-2,32.400000,1.784088e-2,12,0,good
S6-D5,HbO,20,-7.705906e-2,2.400000,1.048301e-1,12,0,good
S6-D5,HbR,20,5.336779e-2,28.200000,5.417670e-2,12,0,good
S6-D6,HbO,20,-1.480572e-1,2.400000,1.217262e-1,12,0,good
S6-D6,HbR,20,-4.989008e-2,2.400000,3.032657e-2,12,0,good
S6-D9,HbO,20,1.945177e-1,25.300000,2.424007e-1,12,0,good
S6-D9,HbR,20,3.110028e-2,27.600000,5.526737e-2,12,0,good
S7-D4,HbO,20,4.158553e-1,7.400000,1.634104e-1,12,0,good
S7-D4,HbR,20,3.350882e-2,21.300000,2.591376e-2,12,0,good
S7-D5,HbO,20,9.997623e-2,7.800000,1.089974e-1,12,0,good
S7-D5,HbR,20,4.036680e-2,27.800000,3.236008e-2,12,0,good
S7-D8,HbO,20,3.415663e-1,7.700000,1.930479e-1,12,0,good
S7-D8,HbR,20,-5.387031e-2,15.900000,7.549881e-2,12,0,good
S8-D6,HbO,20,-1.496851e-1,2.400000,8.659652e-2,12,0,good
S8-D6,HbR,20,-3.657759e-2,2.400000,1.506861e-2,12,0,good
S8-D7,HbO,20,3.722753e-1,8.500000,2.464677e-1,12,0,good
S8-D7,HbR,20,-1.691654e-2,11.600000,3.768906e-2,12,0,good
S8-D10,HbO,20,3.302982e-1,7.900000,2.638983e-1,12,0,good
S8-D10,HbR,20,4.536072e-2,30.300000,8.593439e-2,12,0,good
S9-D4,HbO,20,3.909516e-1,6.600000,1.834904e-1,12,0,good
S9-D4,HbR,20,6.287918e-2,23.300000,6.374947e-2,12,0,good
S9-D8,HbO,20,3.474063e-1,8.100000,1.726380e-1,12,0,good
S9-D8,HbR,20,1.104451e-1,32.100000,7.496631e-2,12,0,good
S9-D11,HbO,20,6.314997e-1,7.400000,1.854626e-1,12,0,good
S9-D11,HbR,20,5.151701e-2,32.300000,4.338073e-2,12,0,good
S9-D13,HbO,20,3.689845e-1,19.900000,2.491210e-1,12,0,good
S9-D13,HbR,20,1.330681e-1,12.400000,6.594524e-2,12,0,good
S10-D5,HbO,20,3.272980e-1,7.700000,2.408443e-1,12,0,good
S10-D5,HbR,20,8.213231e-2,27.700000,7.468190e-2,12,0,good
S10-D8,HbO,20,2.130863e-1,7.800000,2.471236e-1,12,0,good
S10-D8,HbR,20,9.293944e-2,27.700000,7.762567e-2,12,0,good
S10-D9,HbO,20,2.216205e-1,7.800000,2.741228e-1,12,0,good
S10-D9,HbR,20,7.188585e-2,27.800000,7.111007e-2,12,0,good
S11-D6,HbO,20,-3.503183e-1,2.500000,2.355230e-1,12,0,good
S11-D6,HbR,20,2.130209e-1,13.800000,2.255877e-1,12,0,good
S11-D9,HbO,20,2.617656e-1,6.000000,1.806457e-1,12,0,good
S11-D9,HbR,20,-6.870506e-2,4.700000,5.855284e-2,12,0,good
S11-D10,HbO,20,-2.409545e-1,2.400000,1.841788e-1,12,0,good
S11-D10,HbR,20,-9.159168e-2,2.400000,5.218836e-2,12,0,good
S12-D7,HbO,20,5.787528e-1,7.100000,3.427548e-1,12,0,good
S12-D7,HbR,20,-5.762839e-2,7.600000,4.340711e-2,12,0,good
S12-D10,HbO,20,3.401002e-1,7.200000,1.826033e-1,12,0,good
S12-D10,HbR,20,1.119701e-1,28.700000,8.845992e-2,12,0,good
S12-D12,HbO,20,5.433355e-1,4.400000,1.840218e-1,12,0,good
S12-D12,HbR,20,2.338100e-1,29.400000,1.699854e-1,12,0,good
S12-D15,HbO,20,3.619048e-1,9.700000,1.766983e-1,12,0,good
S12-D15,HbR,20,5.178987e-2,14.300000,2.740491e-2,12,0,good
S13-D8,HbO,20,2.412685e-1,7.700000,3.108345e-1,12,0,good
S13-D8,HbR,20,1.038819e-1,27.800000,1.412244e-1,12,0,good
S13-D11,HbO,20,5.777409e-1,6.400000,1.264479e-1,12,0,good
S13-D11,HbR,20,4.235164e-2,30.700000,3.778867e-2,12,0,good
S14-D10,HbO,20,1.736299e-1,5.900000,2.975466e-1,12,0,good
S14-D10,HbR,20,-1.284279e-1,4.700000,6.689578e-2,12,0,good
S14-D12,HbO,20,5.216012e-1,5.300000,1.532657e-1,12,0,good
S14-D12,HbR,20,-1.398609e-1,7.600000,1.051594e-1,12,0,good
S15-D11,HbO,20,3.243610e-1,6.000000,7.081444e-2,12,0,good
S15-D11,HbR,20,4.276059e-2,9.900000,2.477302e-2,12,0,good
S15-D13,HbO,20,5.164722e-1,24.400000,3.498892e-1,12,0,good
S15-D13,HbR,20,1.782905e-1,10.400000,8.599996e-2,12,0,good
S15-D14,HbO,20,4.145344e-1,6.300000,2.126311e-1,12,0,good
S15-D14,HbR,20,7.773920e-2,11.400000,5.836431e-2,12,0,good
S16-D12,HbO,20,3.793253e-1,5.500000,1.175862e-1,12,0,good
S16-D12,HbR,20,-4.444270e-2,34.000000,3.269801e-2,12,0,good
S16-D15,HbO,20,4.365957e-1,4.500000,1.241786e-1,12,0,good
S16-D15,HbR,20,6.065942e-2,9.900000,4.075031e-2,12,0,good
S16-D16,HbO,20,5.342604e-1,4.900000,2.491566e-1,12,0,good
S16-D16,HbR,20,-3.162177e-2,26.200000,3.463652e-2,12,0,good
S1-D1,HbO,21,9.277486e-1,8.900000,3.411373e-1,12,0,good
S1-D1,HbR,21,8.641910e-2,33.200000,8.970189e-2,12,0,good
S1-D2,HbO,21,1.015980e0,7.800000,4.022439e-1,12,0,good
S1-D2,HbR,21,-1.065757e-1,8.600000,8.186023e-2,12,0,good
S1-D3,HbO,21,7.785460e-1,7.600000,2.784893e-1,12,0,good
S1-D3,HbR,21,9.494718e-2,40.000000,7.473064e-2,12,0,good
S2-D1,HbO,21,9.354037e-1,8.900000,5.102890e-1,12,0,good
S2-D1,HbR,21,1.228132e-1,36.700000,6.199211e-2,12,0,good
S2-D4,HbO,21,4.131106e-1,8.200000,3.095858e-1,12,0,good
S2-D4,HbR,21,4.809944e-2,24.100000,7.500920e-2,12,0,good
S3-D1,HbO,21,5.490267e-1,9.200000,3.279538e-1,12,0,good
S3-D1,HbR,21,4.840096e-2,40.000000,5.363976e-2,12,0,good
S3-D3,HbO,21,5.593462e-1,5.300000,2.710850e-1,12,0,good
S3-D3,HbR,21,5.314676e-2,40.000000,4.628735e-2,12,0,good
S3-D4,HbO,21,3.114004e-1,8.900000,1.924339e-1,12,0,good
S3-D4,HbR,21,3.828865e-2,37.100000,4.928438e-2,12,0,good
S4-D2,HbO,21,6.669816e-1,8.500000,3.208947e-1,12,0,good
S4-D2,HbR,21,-8.607127e-2,19.000000,9.978687e-2,12,0,good
S4-D3,HbO,21,4.693344e-1,8.800000,1.862608e-1,12,0,good
S4-D3,HbR,21,-5.553491e-2,18.500000,4.736876e-2,12,0,good
S4-D7,HbO,21,4.065636e-1,8.700000,2.127984e-1,12,0,good
S4-D7,HbR,21,-5.074208e-2,5.700000,3.314198e-2,12,0,good
S5-D2,HbO,21,8.673596e-1,8.700000,4.397329e-1,12,0,good
S5-D2,HbR,21,-1.782667e-1,12.800000,1.439678e-1,12,0,good
S5-D7,HbO,21,5.422258e-1,7.800000,3.595938e-1,12,0,good
S5-D7,HbR,21,-7.024883e-2,13.300000,7.198933e-2,12,0,good
S6-D3,HbO,21,4.223036e-1,6.600000,2.208641e-1,12,0,good
S6-D3,HbR,21,6.911088e-2,39.900000,4.149945e-2,12,0,good
S6-D5,HbO,21,-1.124619e-1,27.600000,1.303774e-1,12,0,good
S6-D5,HbR,21,4.570773e-2,22.900000,8.103184e-2,12,0,good
S6-D6,HbO,21,-1.331452e-1,35.700000,2.056797e-1,12,0,good
S6-D6,HbR,21,-3.161626e-2,4.900000,3.431775e-2,12,0,good
S6-D9,HbO,21,-1.493228e-1,27.700000,2.331403e-1,12,0,good
S6-D9,HbR,21,-5.867132e-2,35.300000,9.993048e-2,12,0,good
S7-D4,HbO,21,3.440840e-1,7.600000,2.050506e-1,12,0,good
S7-D4,HbR,21,5.692346e-2,40.000000,3.763987e-2,12,0,good
S7-D5,HbO,21,1.400900e-1,20.400000,7.991375e-2,12,0,good
S7-D5,HbR,21,3.803050e-2,32.700000,2.023676e-2,12,0,good
S7-D8,HbO,21,3.095783e-1,8.500000,2.488795e-1,12,0,good
S7-D8,HbR,21,-6.631372e-2,6.200000,6.324888e-2,12,0,good
S8-D6,HbO,21,-1.101188e-1,5.000000,7.231926e-2,12,0,good
S8-D6,HbR,21,5.243786e-2,36.500000,4.761428e-2,12,0,good
S8-D7,HbO,21,3.219337e-1,8.600000,2.670148e-1,12,0,good
S8-D7,HbR,21,-3.316944e-2,33.000000,8.655421e-2,12,0,good
S8-D10,HbO,21,-3.326344e-1,37.500000,1.555794e-1,12,0,good
S8-D10,HbR,21,9.967650e-2,34.800000,5.757500e-2,12,0,good
S9-D4,HbO,21,2.787431e-1,8.600000,2.475689e-1,12,0,good
S9-D4,HbR,21,1.000693e-1,39.000000,7.548072e-2,12,0,good
S9-D8,HbO,21,3.038639e-1,8.600000,2.071875e-1,12,0,good
S9-D8,HbR,21,1.654974e-1,30.800000,1.018263e-1,12,0,good
S9-D11,HbO,21,5.665476e-1,8.100000,2.708449e-1,12,0,good
S9-D11,HbR,21,5.373119e-2,39.200000,7.228174e-2,12,0,good
S9-D13,HbO,21,2.840510e-1,21.500000,3.690944e-1,12,0,good
S9-D13,HbR,21,6.641807e-2,19.800000,9.650666e-2,12,0,good
S10-D5,HbO,21,2.311203e-1,8.600000,1.797680e-1,12,0,good
S10-D5,HbR,21,8.216459e-2,33.000000,6.133264e-2,12,0,good
S10-D8,HbO,21,1.881621e-1,23.100000,1.465436e-1,12,0,good
S10-D8,HbR,21,9.120356e-2,15.000000,4.619365e-2,12,0,good
S10-D9,HbO,21,1.591384e-1,20.400000,2.481758e-1,12,0,good
S10-D9,HbR,21,4.714390e-2,23.100000,6.881284e-2,12,0,good
S11-D6,HbO,21,-2.624006e-1,5.000000,3.075441e-1,12,0,good
S11-D6,HbR,21,-1.433817e-1,40.000000,1.509909e-1,12,0,good
S11-D9,HbO,21,1.902468e-1,8.600000,1.897338e-1,12,0,good
S11-D9,HbR,21,-6.531991e-2,5.000000,5.783561e-2,12,0,good
S11-D10,HbO,21,-3.321743e-1,27.800000,3.407729e-1,12,0,good
S11-D10,HbR,21,-1.037930e-1,5.000000,9.247026e-2,12,0,good
S12-D7,HbO,21,5.756206e-1,7.600000,2.969119e-1,12,0,good
S12-D7,HbR,21,-7.662195e-2,7.500000,4.848049e-2,12,0,good
S12-D10,HbO,21,3.889024e-1,8.500000,2.061385e-1,12,0,good
S12-D10,HbR,21,9.757738e-2,26.500000,8.743435e-2,12,0,good
S12-D12,HbO,21,5.640339e-1,7.200000,3.020488e-1,12,0,good
S12-D12,HbR,21,1.155673e-1,14.900000,2.597671e-1,12,0,good
S12-D15,HbO,21,3.699341e-1,9.000000,1.071219e-1,12,0,good
S12-D15,HbR,21,-2.154718e-2,7.000000,3.484506e-2,12,0,good
S13-D8,HbO,21,2.269298e-1,15.200000,2.100988e-1,12,0,good
S13-D8,HbR,21,1.135020e-1,23.600000,1.008703e-1,12,0,good
S13-D11,HbO,21,5.307062e-1,6.600000,2.441007e-1,12,0,good
S13-D11,HbR,21,-9.643808e-2,6.100000,3.471058e-2,12,0,good
S14-D10,HbO,21,-2.267327e-1,35.200000,4.233005e-1,12,0,good
S14-D10,HbR,21,-1.313546e-1,26.700000,1.775878e-1,12,0,good
S14-D12,HbO,21,4.950943e-1,6.200000,1.637353e-1,12,0,good
S14-D12,HbR,21,-2.108050e-1,26.000000,7.641485e-2,12,0,good
S15-D11,HbO,21,2.355551e-1,8.400000,1.856654e-1,12,0,good
S15-D11,HbR,21,-3.675754e-2,32.100000,3.154857e-2,12,0,good
S15-D13,HbO,21,5.277628e-1,22.700000,4.922123e-1,12,0,good
S15-D13,HbR,21,1.575296e-1,11.900000,1.297710e-1,12,0,good
S15-D14,HbO,21,3.441932e-1,7.300000,2.999348e-1,12,0,good
S15-D14,HbR,21,-5.924908e-2,38.200000,3.928824e-2,12,0,good
S16-D12,HbO,21,3.571195e-1,8.300000,1.854611e-1,12,0,good
S16-D12,HbR,21,-5.800851e-2,31.300000,3.447820e-2,12,0,good
S16-D15,HbO,21,4.721912e-1,8.800000,2.056937e-1,12,0,good
S16-D15,HbR,21,-3.526655e-2,29.800000,6.264124e-2,12,0,good
S16-D16,HbO,21,5.125486e-1,5.000000,3.575381e-1,12,0,good
S16-D16,HbR,21,3.277515e-2,2.300000,1.741503e-2,12,0,good
S1-D1,HbO,30,-8.284067e-1,12.800000,2.091271e-1,24,0,good
S1-D1,HbR,30,-1.265593e-1,40.000000,4.737196e-2,24,0,good
S1-D2,HbO,30,-9.282259e-1,12.300000,2.392572e-1,24,0,good
S1-D2,HbR,30,-1.109350e-1,40.000000,5.796978e-2,24,0,good
S1-D3,HbO,30,-6.126449e-1,12.800000,1.640282e-1,24,0,good
S1-D3,HbR,30,-1.316362e-1,40.000000,3.684058e-2,24,0,good
S2-D1,HbO,30,-8.373409e-1,12.900000,2.567294e-1,24,0,good
S2-D1,HbR,30,-1.331954e-1,23.200000,5.481769e-2,24,0,good
S2-D4,HbO,30,-3.325865e-1,12.800000,1.523905e-1,24,0,good
S2-D4,HbR,30,-8.949858e-2,13.900000,4.435918e-2,24,0,good
S3-D1,HbO,30,-5.113132e-1,12.300000,1.534047e-1,24,0,good
S3-D1,HbR,30,-8.652818e-2,34.000000,2.943120e-2,24,0,good
S3-D3,HbO,30,4.253152e-1,36.400000,1.743007e-1,24,0,good
S3-D3,HbR,30,-6.363946e-2,38.800000,2.039747e-2,24,0,good
S3-D4,HbO,30,2.658289e-1,36.200000,9.747472e-2,24,0,good
S3-D4,HbR,30,-4.517586e-2,31.000000,2.756989e-2,24,0,good
S4-D2,HbO,30,5.312436e-1,35.600000,2.367726e-1,24,0,good
S4-D2,HbR,30,6.836605e-2,17.500000,7.126058e-2,24,0,good
S4-D3,HbO,30,-4.555030e-1,12.600000,1.336811e-1,24,0,good
S4-D3,HbR,30,5.092751e-2,13.200000,2.178754e-2,24,0,good
S4-D7,HbO,30,-3.620405e-1,12.100000,1.301856e-1,24,0,good
S4-D7,HbR,30,3.747165e-2,22.200000,3.983099e-2,24,0,good
S5-D2,HbO,30,8.575234e-1,35.600000,2.007973e-1,24,0,good
S5-D2,HbR,30,-1.370527e-1,38.000000,4.382401e-2,24,0,good
S5-D7,HbO,30,-4.421968e-1,12.100000,1.301581e-1,24,0,good
S5-D7,HbR,30,-4.584453e-2,33.500000,4.468664e-2,24,0,good
S6-D3,HbO,30,-3.385519e-1,12.800000,1.376919e-1,24,0,good
S6-D3,HbR,30,-7.530744e-2,38.900000,1.981823e-2,24,0,good
S6-D5,HbO,30,-1.165838e-1,14.600000,9.077510e-2,24,0,good
S6-D5,HbR,30,-4.726777e-2,35.800000,4.200971e-2,24,0,good
S6-D6,HbO,30,-7.224122e-2,14.600000,1.002809e-1,24,0,good
S6-D6,HbR,30,-1.722512e-2,14.600000,2.747683e-2,24,0,good
S6-D9,HbO,30,-1.337200e-1,14.600000,1.728154e-1,24,0,good
S6-D9,HbR,30,-1.841210e-2,14.500000,4.020583e-2,24,0,good
S7-D4,HbO,30,-2.613071e-1,12.100000,9.435678e-2,24,0,good
S7-D4,HbR,30,-3.876651e-2,20.500000,2.579048e-2,24,0,good
S7-D5,HbO,30,-1.615681e-1,14.700000,6.637806e-2,24,0,good
S7-D5,HbR,30,-4.469402e-2,14.600000,2.042688e-2,24,0,good
S7-D8,HbO,30,2.734120e-1,37.000000,1.115458e-1,24,0,good
S7-D8,HbR,30,-9.632258e-2,40.000000,5.961355e-2,24,0,good
S8-D6,HbO,30,8.425120e-2,21.400000,1.021646e-1,24,0,good
S8-D6,HbR,30,-4.001548e-2,39.900000,2.172856e-2,24,0,good
S8-D7,HbO,30,-3.425429e-1,12.400000,1.616307e-1,24,0,good
S8-D7,HbR,30,-2.895575e-2,13.200000,3.045917e-2,24,0,good
S8-D10,HbO,30,3.515496e-1,39.300000,1.802172e-1,24,0,good
S8-D10,HbR,30,-5.113030e-2,35.700000,6.010839e-2,24,0,good
S9-D4,HbO,30,2.433304e-1,38.800000,2.114482e-1,24,0,good
S9-D4,HbR,30,-6.408551e-2,19.300000,5.004720e-2,24,0,good
S9-D8,HbO,30,3.088636e-1,39.100000,1.390269e-1,24,0,good
S9-D8,HbR,30,-1.422071e-1,28.100000,6.252843e-2,24,0,good
S9-D11,HbO,30,-3.692126e-1,11.900000,1.249393e-1,24,0,good
S9-D11,HbR,30,-5.736957e-2,27.300000,3.978879e-2,24,0,good
S9-D13,HbO,30,-1.972594e-1,11.400000,1.318199e-1,24,0,good
S9-D13,HbR,30,5.737407e-2,40.000000,5.344196e-2,24,0,good
S10-D5,HbO,30,-2.421925e-1,14.600000,7.319408e-2,24,0,good
S10-D5,HbR,30,-6.429825e-2,36.000000,4.488061e-2,24,0,good
S10-D8,HbO,30,-1.581421e-1,14.700000,1.085328e-1,24,0,good
S10-D8,HbR,30,-6.010220e-2,14.700000,3.663791e-2,24,0,good
S10-D9,HbO,30,-2.163940e-1,14.700000,1.267529e-1,24,0,good
S10-D9,HbR,30,-4.812344e-2,14.600000,4.592668e-2,24,0,good
S11-D6,HbO,30,-1.147427e-1,34.200000,2.109061e-1,24,0,good
S11-D6,HbR,30,1.591777e-1,40.000000,7.241977e-2,24,0,good
S11-D9,HbO,30,-2.048051e-1,14.500000,8.936594e-2,24,0,good
S11-D9,HbR,30,-4.209268e-2,38.000000,2.664629e-2,24,0,good
S11-D10,HbO,30,1.261397e-1,39.100000,1.229455e-1,24,0,good
S11-D10,HbR,30,-4.668880e-2,34.400000,5.533022e-2,24,0,good
S12-D7,HbO,30,4.029760e-1,36.300000,2.044691e-1,24,0,good
S12-D7,HbR,30,-3.241014e-2,15.400000,4.072214e-2,24,0,good
S12-D10,HbO,30,2.935474e-1,36.000000,1.316118e-1,24,0,good
S12-D10,HbR,30,-5.547248e-2,24.200000,4.821217e-2,24,0,good
S12-D12,HbO,30,-3.710786e-1,13.100000,1.949366e-1,24,0,good
S12-D12,HbR,30,-1.711202e-1,23.800000,1.449013e-1,24,0,good
S12-D15,HbO,30,2.062992e-1,36.300000,1.406813e-1,24,0,good
S12-D15,HbR,30,2.131892e-2,9.800000,2.121325e-2,24,0,good
S13-D8,HbO,30,-2.115964e-1,14.600000,1.324534e-1,24,0,good
S13-D8,HbR,30,-9.860168e-2,17.000000,1.055531e-1,24,0,good
S13-D11,HbO,30,4.143435e-1,38.800000,1.270388e-1,24,0,good
S13-D11,HbR,30,-5.268836e-2,39.200000,2.947196e-2,24,0,good
S14-D10,HbO,30,-2.386828e-1,14.500000,2.345557e-1,24,0,good
S14-D10,HbR,30,9.358202e-2,8.400000,7.521771e-2,24,0,good
S14-D12,HbO,30,4.471450e-1,37.600000,1.223460e-1,24,0,good
S14-D12,HbR,30,1.078451e-1,28.900000,6.217669e-2,24,0,good
S15-D11,HbO,30,-1.662079e-1,11.500000,7.959399e-2,24,0,good
S15-D11,HbR,30,3.718244e-2,39.200000,2.451077e-2,24,0,good
S15-D13,HbO,30,-2.129848e-1,24.700000,2.140289e-1,24,0,good
S15-D13,HbR,30,1.501494e-1,40.000000,8.543731e-2,24,0,good
S15-D14,HbO,30,2.870352e-1,35.900000,1.379891e-1,24,0,good
S15-D14,HbR,30,6.913961e-2,40.000000,3.253202e-2,24,0,good
S16-D12,HbO,30,3.082400e-1,38.600000,1.385995e-1,24,0,good
S16-D12,HbR,30,4.410409e-2,37.600000,2.419873e-2,24,0,good
S16-D15,HbO,30,3.672814e-1,36.200000,1.257152e-1,24,0,good
S16-D15,HbR,30,4.440577e-2,35.500000,3.714526e-2,24,0,good
S16-D16,HbO,30,6.827255e-1,36.100000,1.886528e-1,24,0,good
S16-D16,HbR,30,3.069450e-2,35.600000,2.598179e-2,24,0,good
S1-D1,HbO,40,5.180818e-1,26.400000,3.708898e-1,3,0,good
S1-D1,HbR,40,-7.767464e-2,32.500000,1.076359e-1,3,0,good
S1-D2,HbO,40,7.265093e-1,26.400000,8.805609e-1,3,0,good
S1-D2,HbR,40,-1.403667e-1,32.300000,2.245431e-1,3,0,good
S1-D3,HbO,40,-5.318184e-1,17.300000,7.571719e-1,3,0,good
S1-D3,HbR,40,7.406930e-2,22.600000,1.996451e-1,3,0,good
S2-D1,HbO,40,-7.697211e-1,17.700000,3.766379e-1,3,0,good
S2-D1,HbR,40,1.542471e-1,21.900000,3.897275e-1,3,0,good
S2-D4,HbO,40,-4.604188e-1,17.700000,7.103118e-1,3,0,good
S2-D4,HbR,40,9.269768e-2,23.100000,2.287416e-1,3,0,good
S3-D1,HbO,40,-5.470184e-1,14.100000,1.448088e0,3,0,good
S3-D1,HbR,40,1.295065e-1,36.400000,1.371887e-1,3,0,good
S3-D3,HbO,40,-5.493528e-1,17.600000,1.206672e0,3,0,good
S3-D3,HbR,40,8.838578e-2,34.300000,1.417754e-1,3,0,good
S3-D4,HbO,40,-2.984668e-1,13.900000,7.389258e-1,3,0,good
S3-D4,HbR,40,1.287318e-1,34.900000,1.551325e-1,3,0,good
S4-D2,HbO,40,6.994324e-1,26.100000,1.385561e0,3,0,good
S4-D2,HbR,40,-8.118440e-2,30.600000,1.889117e-1,3,0,good
S4-D3,HbO,40,3.107919e-1,8.500000,4.933357e-1,3,0,good
S4-D3,HbR,40,7.196601e-2,35.400000,6.481276e-2,3,0,good
S4-D7,HbO,40,-3.363638e-1,15.700000,5.643254e-1,3,0,good
S4-D7,HbR,40,-4.349554e-2,36.500000,1.958707e-1,3,0,good
S5-D2,HbO,40,8.848241e-1,26.200000,8.869368e-1,3,0,good
S5-D2,HbR,40,-1.061730e-1,30.400000,2.687496e-1,3,0,good
S5-D7,HbO,40,6.012115e-1,26.100000,1.058475e0,3,0,good
S5-D7,HbR,40,-8.148295e-2,30.100000,1.496646e-1,3,0,good
S6-D3,HbO,40,3.149747e-1,26.000000,6.369092e-1,3,0,good
S6-D3,HbR,40,9.205969e-2,30.900000,1.400281e-1,3,0,good
S6-D5,HbO,40,-4.473001e-1,14.800000,1.830027e-1,3,0,good
S6-D5,HbR,40,-1.629191e-1,12.100000,1.731782e-1,3,0,good
S6-D6,HbO,40,-4.777604e-1,14.800000,4.043752e-1,3,0,good
S6-D6,HbR,40,-1.511630e-1,14.800000,1.056253e-1,3,0,good
S6-D9,HbO,40,-7.691595e-1,14.700000,1.725454e-1,3,0,good
S6-D9,HbR,40,-9.191168e-2,20.800000,1.023974e-1,3,0,good
S7-D4,HbO,40,4.052343e-1,25.600000,2.511526e-1,3,0,good
S7-D4,HbR,40,5.000517e-2,16.200000,3.694709e-2,3,0,good
S7-D5,HbO,40,-3.103828e-1,15.300000,1.488010e-1,3,0,good
S7-D5,HbR,40,-7.524651e-2,15.400000,1.852302e-2,3,0,good
S7-D8,HbO,40,-4.459742e-1,34.300000,4.663463e-1,3,0,good
S7-D8,HbR,40,2.124890e-1,34.100000,2.022089e-1,3,0,good
S8-D6,HbO,40,-2.710347e-1,21.100000,2.951467e-1,3,0,good
S8-D6,HbR,40,-7.750937e-2,12.500000,1.649136e-1,3,0,good
S8-D7,HbO,40,4.683275e-1,25.900000,9.463343e-1,3,0,good
S8-D7,HbR,40,-5.052877e-2,36.300000,1.002353e-1,3,0,good
S8-D10,HbO,40,-4.136082e-1,15.100000,1.077789e0,3,0,good
S8-D10,HbR,40,1.120278e-1,9.300000,5.180467e-1,3,0,good
S9-D4,HbO,40,-4.465327e-1,14.300000,3.868963e-1,3,0,good
S9-D4,HbR,40,1.163755e-1,14.500000,1.828857e-1,3,0,good
S9-D8,HbO,40,-5.790834e-1,16.300000,1.263342e0,3,0,good
S9-D8,HbR,40,1.789677e-1,28.500000,6.827406e-1,3,0,good
S9-D11,HbO,40,4.585534e-1,26.600000,2.868438e-1,3,0,good
S9-D11,HbR,40,1.129134e-1,15.600000,2.594000e-1,3,0,good
S9-D13,HbO,40,-5.071245e-1,17.500000,3.370659e-1,3,0,good
S9-D13,HbR,40,1.677413e-1,8.400000,3.416326e-1,3,0,good
S10-D5,HbO,40,-4.561984e-1,34.400000,2.087825e-1,3,0,good
