# NIRWizard 0.1.7 — subject block average — timecourse
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/quiet_1.snirf sha256=3450a7da53c06fca85a7eea728119ec2acdb0ab65c898234b4f9e6130cca2266
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/quiet_2.snirf sha256=fffd8621e0f23f2f6b8d8a96399af57657bfe620a8d1436530fb36618354f444
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/noise_1.snirf sha256=e02b5983b2f586ec1eec748e2d8d6c5240c7723ca7ba4dbb3f91196c2c8acb47
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/noise_2.snirf sha256=c98402779496ac1aba0fb382d28822eb689572c5d291435b7733ef053f4fb302
# statistics: solver=epoch mean; descriptive (no p/q); correction=none; families=n/a (no correction applied)
# band: 95% CI (band_type=ci95; half-width = multiplier × SEM, df = n_epochs − 1 per channel)
# trial rejection: no trial rejection applied
# units: μM (source: conversion record)
# condition '1': 3 onsets, 0 out of bounds, n = 3 per channel
# condition '10': 3 onsets, 0 out of bounds, n = 3 per channel
# condition '11': 4 onsets, 0 out of bounds, n = 4 per channel
# condition '20': 12 onsets, 0 out of bounds, n = 12 per channel
# condition '21': 12 onsets, 0 out of bounds, n = 12 per channel
# condition '30': 24 onsets, 0 out of bounds, n = 24 per channel
# condition '40': 4 onsets, 1 out of bounds, n = 3 per channel
# provenance: block_average.json (authoritative sidecar, schema 1.0)
channel,signal,condition,time_s,mean,band_lo,band_hi,band_type,n_epochs
S1-D1,HbO,1,-5.000000,-2.883646e-1,-9.479627e-1,3.712334e-1,ci95,3
S1-D1,HbO,1,-4.900000,-2.836160e-1,-9.165614e-1,3.493295e-1,ci95,3
S1-D1,HbO,1,-4.800000,-2.767447e-1,-8.821916e-1,3.287023e-1,ci95,3
S1-D1,HbO,1,-4.700000,-2.678577e-1,-8.465166e-1,3.108012e-1,ci95,3
S1-D1,HbO,1,-4.600000,-2.571458e-1,-8.104954e-1,2.962038e-1,ci95,3
S1-D1,HbO,1,-4.500000,-2.448793e-1,-7.749136e-1,2.851549e-1,ci95,3
S1-D1,HbO,1,-4.400000,-2.312742e-1,-7.400373e-1,2.774890e-1,ci95,3
S1-D1,HbO,1,-4.300000,-2.166007e-1,-7.059359e-1,2.727344e-1,ci95,3
S1-D1,HbO,1,-4.200000,-2.007923e-1,-6.710743e-1,2.694896e-1,ci95,3
S1-D1,HbO,1,-4.100000,-1.842857e-1,-6.349920e-1,2.664206e-1,ci95,3
S1-D1,HbO,1,-4.000000,-1.672628e-1,-5.968580e-1,2.623325e-1,ci95,3
S1-D1,HbO,1,-3.900000,-1.498516e-1,-5.558848e-1,2.561816e-1,ci95,3
S1-D1,HbO,1,-3.800000,-1.321496e-1,-5.108297e-1,2.465304e-1,ci95,3
S1-D1,HbO,1,-3.700000,-1.141676e-1,-4.618313e-1,2.334961e-1,ci95,3
S1-D1,HbO,1,-3.600000,-9.597606e-2,-4.098547e-1,2.179026e-1,ci95,3
S1-D1,HbO,1,-3.500000,-7.755278e-2,-3.566007e-1,2.014951e-1,ci95,3
S1-D1,HbO,1,-3.400000,-5.881984e-2,-3.049151e-1,1.872754e-1,ci95,3
S1-D1,HbO,1,-3.300000,-4.002371e-2,-2.615406e-1,1.814932e-1,ci95,3
S1-D1,HbO,1,-3.200000,-2.118482e-2,-2.345584e-1,1.921887e-1,ci95,3
S1-D1,HbO,1,-3.100000,-2.468704e-3,-2.293304e-1,2.243930e-1,ci95,3
S1-D1,HbO,1,-3.000000,1.593748e-2,-2.443474e-1,2.762224e-1,ci95,3
S1-D1,HbO,1,-2.900000,3.367152e-2,-2.735905e-1,3.409336e-1,ci95,3
S1-D1,HbO,1,-2.800000,5.043049e-2,-3.104759e-1,4.113368e-1,ci95,3
S1-D1,HbO,1,-2.700000,6.610300e-2,-3.503720e-1,4.825780e-1,ci95,3
S1-D1,HbO,1,-2.600000,8.055141e-2,-3.896372e-1,5.507401e-1,ci95,3
S1-D1,HbO,1,-2.500000,9.364084e-2,-4.251782e-1,6.124599e-1,ci95,3
S1-D1,HbO,1,-2.400000,1.053979e-1,-4.532622e-1,6.640580e-1,ci95,3
S1-D1,HbO,1,-2.300000,1.159344e-1,-4.726765e-1,7.045454e-1,ci95,3
S1-D1,HbO,1,-2.200000,1.253826e-1,-4.819607e-1,7.327259e-1,ci95,3
S1-D1,HbO,1,-2.100000,1.337426e-1,-4.801401e-1,7.476254e-1,ci95,3
S1-D1,HbO,1,-2.000000,1.411941e-1,-4.659989e-1,7.483871e-1,ci95,3
S1-D1,HbO,1,-1.900000,1.476427e-1,-4.407930e-1,7.360784e-1,ci95,3
S1-D1,HbO,1,-1.800000,1.531254e-1,-4.068120e-1,7.130628e-1,ci95,3
S1-D1,HbO,1,-1.700000,1.575521e-1,-3.661960e-1,6.813001e-1,ci95,3
S1-D1,HbO,1,-1.600000,1.606643e-1,-3.212172e-1,6.425458e-1,ci95,3
S1-D1,HbO,1,-1.500000,1.624163e-1,-2.750044e-1,5.998370e-1,ci95,3
S1-D1,HbO,1,-1.400000,1.626771e-1,-2.313633e-1,5.567175e-1,ci95,3
S1-D1,HbO,1,-1.300000,1.613728e-1,-1.935884e-1,5.163340e-1,ci95,3
S1-D1,HbO,1,-1.200000,1.583587e-1,-1.647164e-1,4.814339e-1,ci95,3
S1-D1,HbO,1,-1.100000,1.535114e-1,-1.477258e-1,4.547486e-1,ci95,3
S1-D1,HbO,1,-1.000000,1.469002e-1,-1.441889e-1,4.379893e-1,ci95,3
S1-D1,HbO,1,-0.900000,1.386075e-1,-1.534335e-1,4.306485e-1,ci95,3
S1-D1,HbO,1,-0.800000,1.286988e-1,-1.733810e-1,4.307786e-1,ci95,3
S1-D1,HbO,1,-0.700000,1.172020e-1,-2.010936e-1,4.354976e-1,ci95,3
S1-D1,HbO,1,-0.600000,1.042501e-1,-2.341210e-1,4.426213e-1,ci95,3
S1-D1,HbO,1,-0.500000,9.018327e-2,-2.704247e-1,4.507913e-1,ci95,3
S1-D1,HbO,1,-0.400000,7.521589e-2,-3.086828e-1,4.591146e-1,ci95,3
S1-D1,HbO,1,-0.300000,5.960178e-2,-3.479878e-1,4.671913e-1,ci95,3
S1-D1,HbO,1,-0.200000,4.358754e-2,-3.876313e-1,4.748064e-1,ci95,3
S1-D1,HbO,1,-0.100000,2.746406e-2,-4.270383e-1,4.819664e-1,ci95,3
S1-D1,HbO,1,0.000000,1.152166e-2,-4.658919e-1,4.889352e-1,ci95,3
S1-D1,HbO,1,0.100000,-4.002240e-3,-5.038168e-1,4.958123e-1,ci95,3
S1-D1,HbO,1,0.200000,-1.874201e-2,-5.405925e-1,5.031085e-1,ci95,3
S1-D1,HbO,1,0.300000,-3.269596e-2,-5.756882e-1,5.102963e-1,ci95,3
S1-D1,HbO,1,0.400000,-4.568170e-2,-6.092314e-1,5.178680e-1,ci95,3
S1-D1,HbO,1,0.500000,-5.762220e-2,-6.415102e-1,5.262658e-1,ci95,3
S1-D1,HbO,1,0.600000,-6.837290e-2,-6.731107e-1,5.363649e-1,ci95,3
S1-D1,HbO,1,0.700000,-7.786480e-2,-7.048233e-1,5.490937e-1,ci95,3
S1-D1,HbO,1,0.800000,-8.613196e-2,-7.371640e-1,5.649001e-1,ci95,3
S1-D1,HbO,1,0.900000,-9.313959e-2,-7.712510e-1,5.849718e-1,ci95,3
S1-D1,HbO,1,1.000000,-9.886075e-2,-8.073433e-1,6.096218e-1,ci95,3
S1-D1,HbO,1,1.100000,-1.032706e-1,-8.450071e-1,6.384659e-1,ci95,3
S1-D1,HbO,1,1.200000,-1.063096e-1,-8.824600e-1,6.698408e-1,ci95,3
S1-D1,HbO,1,1.300000,-1.080954e-1,-9.177164e-1,7.015256e-1,ci95,3
S1-D1,HbO,1,1.400000,-1.087446e-1,-9.487274e-1,7.312382e-1,ci95,3
S1-D1,HbO,1,1.500000,-1.084216e-1,-9.732628e-1,7.564196e-1,ci95,3
S1-D1,HbO,1,1.600000,-1.072477e-1,-9.892723e-1,7.747768e-1,ci95,3
S1-D1,HbO,1,1.700000,-1.050155e-1,-9.955205e-1,7.854894e-1,ci95,3
S1-D1,HbO,1,1.800000,-1.020600e-1,-9.923083e-1,7.881884e-1,ci95,3
S1-D1,HbO,1,1.900000,-9.842648e-2,-9.798134e-1,7.829604e-1,ci95,3
S1-D1,HbO,1,2.000000,-9.426527e-2,-9.582415e-1,7.697110e-1,ci95,3
S1-D1,HbO,1,2.100000,-8.919577e-2,-9.283078e-1,7.499163e-1,ci95,3
S1-D1,HbO,1,2.200000,-8.319748e-2,-8.911760e-1,7.247810e-1,ci95,3
S1-D1,HbO,1,2.300000,-7.625473e-2,-8.483930e-1,6.958835e-1,ci95,3
S1-D1,HbO,1,2.400000,-6.825265e-2,-8.011643e-1,6.646590e-1,ci95,3
S1-D1,HbO,1,2.500000,-5.905822e-2,-7.508248e-1,6.327084e-1,ci95,3
S1-D1,HbO,1,2.600000,-4.847981e-2,-6.979731e-1,6.010135e-1,ci95,3
S1-D1,HbO,1,2.700000,-3.672071e-2,-6.448356e-1,5.713942e-1,ci95,3
S1-D1,HbO,1,2.800000,-2.388214e-2,-5.927808e-1,5.450165e-1,ci95,3
S1-D1,HbO,1,2.900000,-1.007058e-2,-5.431927e-1,5.230515e-1,ci95,3
S1-D1,HbO,1,3.000000,4.404913e-3,-4.973264e-1,5.061363e-1,ci95,3
S1-D1,HbO,1,3.100000,1.916616e-2,-4.566702e-1,4.950025e-1,ci95,3
S1-D1,HbO,1,3.200000,3.383970e-2,-4.223460e-1,4.900254e-1,ci95,3
S1-D1,HbO,1,3.300000,4.802817e-2,-3.950839e-1,4.911402e-1,ci95,3
S1-D1,HbO,1,3.400000,6.127154e-2,-3.752226e-1,4.977657e-1,ci95,3
S1-D1,HbO,1,3.500000,7.298055e-2,-3.631122e-1,5.090733e-1,ci95,3
S1-D1,HbO,1,3.600000,8.293461e-2,-3.581531e-1,5.240223e-1,ci95,3
S1-D1,HbO,1,3.700000,9.087347e-2,-3.599082e-1,5.416551e-1,ci95,3
S1-D1,HbO,1,3.800000,9.653628e-2,-3.682884e-1,5.613609e-1,ci95,3
S1-D1,HbO,1,3.900000,9.974438e-2,-3.826690e-1,5.821578e-1,ci95,3
S1-D1,HbO,1,4.000000,1.006575e-1,-4.027118e-1,6.040269e-1,ci95,3
S1-D1,HbO,1,4.100000,9.949024e-2,-4.280870e-1,6.270675e-1,ci95,3
S1-D1,HbO,1,4.200000,9.642442e-2,-4.585542e-1,6.514030e-1,ci95,3
S1-D1,HbO,1,4.300000,9.159717e-2,-4.940649e-1,6.772592e-1,ci95,3
S1-D1,HbO,1,4.400000,8.534137e-2,-5.335888e-1,7.042716e-1,ci95,3
S1-D1,HbO,1,4.500000,7.802866e-2,-5.769446e-1,7.330019e-1,ci95,3
S1-D1,HbO,1,4.600000,6.991246e-2,-6.235433e-1,7.633683e-1,ci95,3
S1-D1,HbO,1,4.700000,6.123550e-2,-6.726076e-1,7.950785e-1,ci95,3
S1-D1,HbO,1,4.800000,5.218821e-2,-7.229834e-1,8.273598e-1,ci95,3
S1-D1,HbO,1,4.900000,4.299267e-2,-7.738711e-1,8.598565e-1,ci95,3
S1-D1,HbO,1,5.000000,3.378507e-2,-8.245481e-1,8.921182e-1,ci95,3
S1-D1,HbO,1,5.100000,2.465359e-2,-8.744540e-1,9.237612e-1,ci95,3
S1-D1,HbO,1,5.200000,1.570499e-2,-9.228850e-1,9.542949e-1,ci95,3
S1-D1,HbO,1,5.300000,6.782885e-3,-9.703937e-1,9.839595e-1,ci95,3
S1-D1,HbO,1,5.400000,-2.110630e-3,-1.017370e0,1.013149e0,ci95,3
S1-D1,HbO,1,5.500000,-1.106797e-2,-1.064231e0,1.042096e0,ci95,3
S1-D1,HbO,1,5.600000,-2.017748e-2,-1.111307e0,1.070952e0,ci95,3
S1-D1,HbO,1,5.700000,-2.961924e-2,-1.159065e0,1.099826e0,ci95,3
S1-D1,HbO,1,5.800000,-3.954756e-2,-1.207819e0,1.128724e0,ci95,3
S1-D1,HbO,1,5.900000,-5.005346e-2,-1.257719e0,1.157612e0,ci95,3
S1-D1,HbO,1,6.000000,-6.128098e-2,-1.308714e0,1.186152e0,ci95,3
S1-D1,HbO,1,6.100000,-7.342487e-2,-1.360766e0,1.213917e0,ci95,3
S1-D1,HbO,1,6.200000,-8.672600e-2,-1.413052e0,1.239600e0,ci95,3
S1-D1,HbO,1,6.300000,-1.012945e-1,-1.464993e0,1.262404e0,ci95,3
S1-D1,HbO,1,6.400000,-1.172207e-1,-1.515875e0,1.281433e0,ci95,3
S1-D1,HbO,1,6.500000,-1.345853e-1,-1.564831e0,1.295660e0,ci95,3
S1-D1,HbO,1,6.600000,-1.534180e-1,-1.610684e0,1.303848e0,ci95,3
S1-D1,HbO,1,6.700000,-1.737592e-1,-1.652064e0,1.304545e0,ci95,3
S1-D1,HbO,1,6.800000,-1.952835e-1,-1.688727e0,1.298160e0,ci95,3
S1-D1,HbO,1,6.900000,-2.177557e-1,-1.720193e0,1.284681e0,ci95,3
S1-D1,HbO,1,7.000000,-2.408001e-1,-1.745973e0,1.264373e0,ci95,3
S1-D1,HbO,1,7.100000,-2.641134e-1,-1.766176e0,1.237949e0,ci95,3
S1-D1,HbO,1,7.200000,-2.871820e-1,-1.781787e0,1.207423e0,ci95,3
S1-D1,HbO,1,7.300000,-3.094841e-1,-1.793949e0,1.174981e0,ci95,3
S1-D1,HbO,1,7.400000,-3.305271e-1,-1.803880e0,1.142826e0,ci95,3
S1-D1,HbO,1,7.500000,-3.498395e-1,-1.813237e0,1.113558e0,ci95,3
S1-D1,HbO,1,7.600000,-3.669922e-1,-1.824613e0,1.090628e0,ci95,3
S1-D1,HbO,1,7.700000,-3.819956e-1,-1.839552e0,1.075561e0,ci95,3
S1-D1,HbO,1,7.800000,-3.948612e-1,-1.859691e0,1.069969e0,ci95,3
S1-D1,HbO,1,7.900000,-4.058001e-1,-1.886618e0,1.075018e0,ci95,3
S1-D1,HbO,1,8.000000,-4.147999e-1,-1.921372e0,1.091773e0,ci95,3
S1-D1,HbO,1,8.100000,-4.222848e-1,-1.963633e0,1.119063e0,ci95,3
S1-D1,HbO,1,8.200000,-4.286325e-1,-2.012147e0,1.154882e0,ci95,3
S1-D1,HbO,1,8.300000,-4.340729e-1,-2.065346e0,1.197200e0,ci95,3
S1-D1,HbO,1,8.400000,-4.386288e-1,-2.120705e0,1.243447e0,ci95,3
S1-D1,HbO,1,8.500000,-4.422089e-1,-2.174760e0,1.290342e0,ci95,3
S1-D1,HbO,1,8.600000,-4.447861e-1,-2.224373e0,1.334801e0,ci95,3
S1-D1,HbO,1,8.700000,-4.461131e-1,-2.266522e0,1.374295e0,ci95,3
S1-D1,HbO,1,8.800000,-4.457023e-1,-2.297699e0,1.406294e0,ci95,3
S1-D1,HbO,1,8.900000,-4.431602e-1,-2.315188e0,1.428868e0,ci95,3
S1-D1,HbO,1,9.000000,-4.384616e-1,-2.318222e0,1.441298e0,ci95,3
S1-D1,HbO,1,9.100000,-4.313729e-1,-2.306665e0,1.443920e0,ci95,3
S1-D1,HbO,1,9.200000,-4.217601e-1,-2.280596e0,1.437076e0,ci95,3
S1-D1,HbO,1,9.300000,-4.095333e-1,-2.240660e0,1.421593e0,ci95,3
S1-D1,HbO,1,9.400000,-3.952394e-1,-2.189964e0,1.399485e0,ci95,3
S1-D1,HbO,1,9.500000,-3.791732e-1,-2.131566e0,1.373220e0,ci95,3
S1-D1,HbO,1,9.600000,-3.617008e-1,-2.068169e0,1.344767e0,ci95,3
S1-D1,HbO,1,9.700000,-3.431495e-1,-2.002089e0,1.315790e0,ci95,3
S1-D1,HbO,1,9.800000,-3.241081e-1,-1.936600e0,1.288384e0,ci95,3
S1-D1,HbO,1,9.900000,-3.049472e-1,-1.873988e0,1.264093e0,ci95,3
S1-D1,HbO,1,10.000000,-2.861196e-1,-1.815768e0,1.243528e0,ci95,3
S1-D1,HbO,1,10.100000,-2.680486e-1,-1.763414e0,1.227317e0,ci95,3
S1-D1,HbO,1,10.200000,-2.512813e-1,-1.718519e0,1.215956e0,ci95,3
S1-D1,HbO,1,10.300000,-2.360464e-1,-1.681907e0,1.209815e0,ci95,3
S1-D1,HbO,1,10.400000,-2.225833e-1,-1.653430e0,1.208264e0,ci95,3
S1-D1,HbO,1,10.500000,-2.110774e-1,-1.633087e0,1.210932e0,ci95,3
S1-D1,HbO,1,10.600000,-2.017597e-1,-1.621127e0,1.217608e0,ci95,3
S1-D1,HbO,1,10.700000,-1.947093e-1,-1.616642e0,1.227223e0,ci95,3
S1-D1,HbO,1,10.800000,-1.897722e-1,-1.618176e0,1.238632e0,ci95,3
S1-D1,HbO,1,10.900000,-1.868541e-1,-1.624655e0,1.250947e0,ci95,3
S1-D1,HbO,1,11.000000,-1.858781e-1,-1.635113e0,1.263357e0,ci95,3
S1-D1,HbO,1,11.100000,-1.868058e-1,-1.648952e0,1.275341e0,ci95,3
S1-D1,HbO,1,11.200000,-1.894264e-1,-1.664266e0,1.285413e0,ci95,3
S1-D1,HbO,1,11.300000,-1.934532e-1,-1.680542e0,1.293635e0,ci95,3
S1-D1,HbO,1,11.400000,-1.986666e-1,-1.697153e0,1.299820e0,ci95,3
S1-D1,HbO,1,11.500000,-2.048654e-1,-1.713581e0,1.303850e0,ci95,3
S1-D1,HbO,1,11.600000,-2.118437e-1,-1.729081e0,1.305394e0,ci95,3
S1-D1,HbO,1,11.700000,-2.194088e-1,-1.743159e0,1.304341e0,ci95,3
S1-D1,HbO,1,11.800000,-2.273550e-1,-1.755571e0,1.300861e0,ci95,3
S1-D1,HbO,1,11.900000,-2.355497e-1,-1.765939e0,1.294840e0,ci95,3
S1-D1,HbO,1,12.000000,-2.438152e-1,-1.773556e0,1.285925e0,ci95,3
S1-D1,HbO,1,12.100000,-2.522196e-1,-1.778511e0,1.274072e0,ci95,3
S1-D1,HbO,1,12.200000,-2.605878e-1,-1.780570e0,1.259394e0,ci95,3
S1-D1,HbO,1,12.300000,-2.688158e-1,-1.779657e0,1.242025e0,ci95,3
S1-D1,HbO,1,12.400000,-2.767135e-1,-1.775522e0,1.222095e0,ci95,3
S1-D1,HbO,1,12.500000,-2.841668e-1,-1.768450e0,1.200117e0,ci95,3
S1-D1,HbO,1,12.600000,-2.910039e-1,-1.758880e0,1.176872e0,ci95,3
S1-D1,HbO,1,12.700000,-2.969889e-1,-1.747102e0,1.153124e0,ci95,3
S1-D1,HbO,1,12.800000,-3.019005e-1,-1.733311e0,1.129510e0,ci95,3
S1-D1,HbO,1,12.900000,-3.054713e-1,-1.717440e0,1.106497e0,ci95,3
S1-D1,HbO,1,13.000000,-3.073795e-1,-1.699426e0,1.084667e0,ci95,3
S1-D1,HbO,1,13.100000,-3.076107e-1,-1.679448e0,1.064227e0,ci95,3
S1-D1,HbO,1,13.200000,-3.060872e-1,-1.657436e0,1.045262e0,ci95,3
S1-D1,HbO,1,13.300000,-3.028135e-1,-1.633535e0,1.027908e0,ci95,3
S1-D1,HbO,1,13.400000,-2.976760e-1,-1.607633e0,1.012281e0,ci95,3
S1-D1,HbO,1,13.500000,-2.907824e-1,-1.580225e0,9.986604e-1,ci95,3
S1-D1,HbO,1,13.600000,-2.824275e-1,-1.551867e0,9.870117e-1,ci95,3
S1-D1,HbO,1,13.700000,-2.727841e-1,-1.523055e0,9.774874e-1,ci95,3
S1-D1,HbO,1,13.800000,-2.620973e-1,-1.494564e0,9.703697e-1,ci95,3
S1-D1,HbO,1,13.900000,-2.503451e-1,-1.466418e0,9.657276e-1,ci95,3
S1-D1,HbO,1,14.000000,-2.379479e-1,-1.439535e0,9.636395e-1,ci95,3
S1-D1,HbO,1,14.100000,-2.251450e-1,-1.414449e0,9.641586e-1,ci95,3
S1-D1,HbO,1,14.200000,-2.121959e-1,-1.391732e0,9.673400e-1,ci95,3
S1-D1,HbO,1,14.300000,-1.993611e-1,-1.371757e0,9.730344e-1,ci95,3
S1-D1,HbO,1,14.400000,-1.869309e-1,-1.354631e0,9.807696e-1,ci95,3
S1-D1,HbO,1,14.500000,-1.751270e-1,-1.340231e0,9.899768e-1,ci95,3
S1-D1,HbO,1,14.600000,-1.641272e-1,-1.328125e0,9.998705e-1,ci95,3
S1-D1,HbO,1,14.700000,-1.540249e-1,-1.317486e0,1.009436e0,ci95,3
S1-D1,HbO,1,14.800000,-1.451050e-1,-1.307708e0,1.017498e0,ci95,3
S1-D1,HbO,1,14.900000,-1.372037e-1,-1.297827e0,1.023419e0,ci95,3
S1-D1,HbO,1,15.000000,-1.302638e-1,-1.287085e0,1.026557e0,ci95,3
S1-D1,HbO,1,15.100000,-1.241473e-1,-1.274648e0,1.026353e0,ci95,3
S1-D1,HbO,1,15.200000,-1.187346e-1,-1.259801e0,1.022332e0,ci95,3
S1-D1,HbO,1,15.300000,-1.138436e-1,-1.242204e0,1.014517e0,ci95,3
S1-D1,HbO,1,15.400000,-1.091280e-1,-1.221415e0,1.003159e0,ci95,3
S1-D1,HbO,1,15.500000,-1.043490e-1,-1.197108e0,9.884103e-1,ci95,3
S1-D1,HbO,1,15.600000,-9.923621e-2,-1.168736e0,9.702640e-1,ci95,3
S1-D1,HbO,1,15.700000,-9.371868e-2,-1.136519e0,9.490819e-1,ci95,3
S1-D1,HbO,1,15.800000,-8.780394e-2,-1.100767e0,9.251591e-1,ci95,3
S1-D1,HbO,1,15.900000,-8.155325e-2,-1.061970e0,8.988640e-1,ci95,3
S1-D1,HbO,1,16.000000,-7.512550e-2,-1.020747e0,8.704964e-1,ci95,3
S1-D1,HbO,1,16.100000,-6.875545e-2,-9.780212e-1,8.405103e-1,ci95,3
S1-D1,HbO,1,16.200000,-6.281206e-2,-9.347809e-1,8.091568e-1,ci95,3
S1-D1,HbO,1,16.300000,-5.755363e-2,-8.923936e-1,7.772864e-1,ci95,3
S1-D1,HbO,1,16.400000,-5.329217e-2,-8.521546e-1,7.455703e-1,ci95,3
S1-D1,HbO,1,16.500000,-5.045731e-2,-8.159876e-1,7.150730e-1,ci95,3
S1-D1,HbO,1,16.600000,-4.941078e-2,-7.850044e-1,6.861828e-1,ci95,3
S1-D1,HbO,1,16.700000,-5.033595e-2,-7.602010e-1,6.595291e-1,ci95,3
S1-D1,HbO,1,16.800000,-5.337028e-2,-7.424485e-1,6.357079e-1,ci95,3
S1-D1,HbO,1,16.900000,-5.861170e-2,-7.324571e-1,6.152337e-1,ci95,3
S1-D1,HbO,1,17.000000,-6.608230e-2,-7.306900e-1,5.985254e-1,ci95,3
S1-D1,HbO,1,17.100000,-7.534524e-2,-7.356241e-1,5.849336e-1,ci95,3
S1-D1,HbO,1,17.200000,-8.590518e-2,-7.462137e-1,5.744033e-1,ci95,3
S1-D1,HbO,1,17.300000,-9.724514e-2,-7.609371e-1,5.664468e-1,ci95,3
S1-D1,HbO,1,17.400000,-1.087842e-1,-7.778843e-1,5.603159e-1,ci95,3
S1-D1,HbO,1,17.500000,-1.198383e-1,-7.946297e-1,5.549531e-1,ci95,3
S1-D1,HbO,1,17.600000,-1.298554e-1,-8.091420e-1,5.494312e-1,ci95,3
S1-D1,HbO,1,17.700000,-1.384364e-1,-8.195777e-1,5.427049e-1,ci95,3
S1-D1,HbO,1,17.800000,-1.452272e-1,-8.242387e-1,5.337842e-1,ci95,3
S1-D1,HbO,1,17.900000,-1.498800e-1,-8.212257e-1,5.214656e-1,ci95,3
S1-D1,HbO,1,18.000000,-1.524564e-1,-8.109455e-1,5.060326e-1,ci95,3
S1-D1,HbO,1,18.100000,-1.531276e-1,-7.932904e-1,4.870351e-1,ci95,3
S1-D1,HbO,1,18.200000,-1.521067e-1,-7.686134e-1,4.644000e-1,ci95,3
S1-D1,HbO,1,18.300000,-1.495957e-1,-7.371480e-1,4.379566e-1,ci95,3
S1-D1,HbO,1,18.400000,-1.460744e-1,-7.004631e-1,4.083143e-1,ci95,3
S1-D1,HbO,1,18.500000,-1.419980e-1,-6.603779e-1,3.763820e-1,ci95,3
S1-D1,HbO,1,18.600000,-1.377718e-1,-6.186167e-1,3.430731e-1,ci95,3
S1-D1,HbO,1,18.700000,-1.337614e-1,-5.771064e-1,3.095836e-1,ci95,3
S1-D1,HbO,1,18.800000,-1.303705e-1,-5.382936e-1,2.775526e-1,ci95,3
S1-D1,HbO,1,18.900000,-1.278060e-1,-5.038633e-1,2.482514e-1,ci95,3
S1-D1,HbO,1,19.000000,-1.262000e-1,-4.752328e-1,2.228329e-1,ci95,3
S1-D1,HbO,1,19.100000,-1.256010e-1,-4.533284e-1,2.021265e-1,ci95,3
S1-D1,HbO,1,19.200000,-1.260522e-1,-4.389477e-1,1.868433e-1,ci95,3
S1-D1,HbO,1,19.300000,-1.272814e-1,-4.315247e-1,1.769620e-1,ci95,3
S1-D1,HbO,1,19.400000,-1.289522e-1,-4.295691e-1,1.716646e-1,ci95,3
S1-D1,HbO,1,19.500000,-1.307046e-1,-4.315219e-1,1.701127e-1,ci95,3
S1-D1,HbO,1,19.600000,-1.321346e-1,-4.356278e-1,1.713587e-1,ci95,3
S1-D1,HbO,1,19.700000,-1.327186e-1,-4.396347e-1,1.741976e-1,ci95,3
S1-D1,HbO,1,19.800000,-1.321134e-1,-4.422627e-1,1.780359e-1,ci95,3
S1-D1,HbO,1,19.900000,-1.301127e-1,-4.423645e-1,1.821392e-1,ci95,3
S1-D1,HbO,1,20.000000,-1.265619e-1,-4.396330e-1,1.865092e-1,ci95,3
S1-D1,HbO,1,20.100000,-1.212809e-1,-4.341555e-1,1.915936e-1,ci95,3
S1-D1,HbO,1,20.200000,-1.143424e-1,-4.276101e-1,1.989254e-1,ci95,3
S1-D1,HbO,1,20.300000,-1.060199e-1,-4.227195e-1,2.106797e-1,ci95,3
S1-D1,HbO,1,20.400000,-9.650890e-2,-4.219252e-1,2.289074e-1,ci95,3
S1-D1,HbO,1,20.500000,-8.605138e-2,-4.270832e-1,2.549804e-1,ci95,3
S1-D1,HbO,1,20.600000,-7.486247e-2,-4.388099e-1,2.890850e-1,ci95,3
S1-D1,HbO,1,20.700000,-6.333416e-2,-4.562825e-1,3.296141e-1,ci95,3
S1-D1,HbO,1,20.800000,-5.168651e-2,-4.778287e-1,3.744556e-1,ci95,3
S1-D1,HbO,1,20.900000,-4.011916e-2,-5.014659e-1,4.212276e-1,ci95,3
S1-D1,HbO,1,21.000000,-2.881844e-2,-5.252290e-1,4.675921e-1,ci95,3
S1-D1,HbO,1,21.100000,-1.789753e-2,-5.473318e-1,5.115368e-1,ci95,3
S1-D1,HbO,1,21.200000,-7.289347e-3,-5.663216e-1,5.517429e-1,ci95,3
S1-D1,HbO,1,21.300000,2.910695e-3,-5.817643e-1,5.875857e-1,ci95,3
S1-D1,HbO,1,21.400000,1.265248e-2,-5.931775e-1,6.184825e-1,ci95,3
S1-D1,HbO,1,21.500000,2.174786e-2,-6.001422e-1,6.436379e-1,ci95,3
S1-D1,HbO,1,21.600000,3.021530e-2,-6.026940e-1,6.631246e-1,ci95,3
S1-D1,HbO,1,21.700000,3.798693e-2,-6.015518e-1,6.775257e-1,ci95,3
S1-D1,HbO,1,21.800000,4.495531e-2,-5.975345e-1,6.874451e-1,ci95,3
S1-D1,HbO,1,21.900000,5.103104e-2,-5.913344e-1,6.933965e-1,ci95,3
S1-D1,HbO,1,22.000000,5.613867e-2,-5.837403e-1,6.960177e-1,ci95,3
S1-D1,HbO,1,22.100000,6.035058e-2,-5.756154e-1,6.963166e-1,ci95,3
S1-D1,HbO,1,22.200000,6.368471e-2,-5.676766e-1,6.950460e-1,ci95,3
S1-D1,HbO,1,22.300000,6.615549e-2,-5.603488e-1,6.926598e-1,ci95,3
