# NIRWizard 0.1.7 — subject block average — timecourse
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/quiet_1.snirf sha256=3450a7da53c06fca85a7eea728119ec2acdb0ab65c898234b4f9e6130cca2266
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/quiet_2.snirf sha256=fffd8621e0f23f2f6b8d8a96399af57657bfe620a8d1436530fb36618354f444
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/noise_1.snirf sha256=e02b5983b2f586ec1eec748e2d8d6c5240c7723ca7ba4dbb3f91196c2c8acb47
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/noise_2.snirf sha256=c98402779496ac1aba0fb382d28822eb689572c5d291435b7733ef053f4fb302
# statistics: solver=epoch mean; descriptive (no p/q); correction=none; families=n/a (no correction applied)
# band: 95% CI (band_type=ci95; half-width = multiplier × SEM, df = n_epochs − 1 per channel)
# trial rejection: no trial rejection applied
# units: μM (source: conversion record)
# condition '1': 3 onsets, 0 out of bounds, n = 3 per channel
# condition '10': 3 onsets, 0 out of bounds, n = 3 per channel
# condition '11': 4 onsets, 0 out of bounds, n = 4 per channel
# condition '20': 12 onsets, 0 out of bounds, n = 12 per channel
# condition '21': 12 onsets, 0 out of bounds, n = 12 per channel
# condition '30': 24 onsets, 0 out of bounds, n = 24 per channel
# condition '40': 4 onsets, 1 out of bounds, n = 3 per channel
# provenance: block_average.json (authoritative sidecar, schema 1.0)
channel,signal,condition,time_s,mean,band_lo,band_hi,band_type,n_epochs
S9-D11,HbR,10,5.500000,3.787594e-2,-5.704214e-2,1.327940e-1,ci95,3
S9-D11,HbR,10,5.600000,3.731774e-2,-6.379876e-2,1.384342e-1,ci95,3
S9-D11,HbR,10,5.700000,3.716675e-2,-6.714515e-2,1.414787e-1,ci95,3
S9-D11,HbR,10,5.800000,3.742502e-2,-6.728529e-2,1.421353e-1,ci95,3
S9-D11,HbR,10,5.900000,3.810775e-2,-6.438031e-2,1.405958e-1,ci95,3
S9-D11,HbR,10,6.000000,3.918628e-2,-5.884693e-2,1.372195e-1,ci95,3
S9-D11,HbR,10,6.100000,4.065441e-2,-5.125673e-2,1.325655e-1,ci95,3
S9-D11,HbR,10,6.200000,4.237456e-2,-4.267871e-2,1.274278e-1,ci95,3
S9-D11,HbR,10,6.300000,4.421620e-2,-3.406165e-2,1.224940e-1,ci95,3
S9-D11,HbR,10,6.400000,4.606093e-2,-2.616823e-2,1.182901e-1,ci95,3
S9-D11,HbR,10,6.500000,4.779892e-2,-1.960985e-2,1.152077e-1,ci95,3
S9-D11,HbR,10,6.600000,4.929418e-2,-1.492292e-2,1.135113e-1,ci95,3
S9-D11,HbR,10,6.700000,5.052316e-2,-1.196575e-2,1.130121e-1,ci95,3
S9-D11,HbR,10,6.800000,5.146954e-2,-1.060607e-2,1.135452e-1,ci95,3
S9-D11,HbR,10,6.900000,5.213111e-2,-1.057412e-2,1.148363e-1,ci95,3
S9-D11,HbR,10,7.000000,5.254908e-2,-1.166255e-2,1.167607e-1,ci95,3
S9-D11,HbR,10,7.100000,5.278076e-2,-1.345012e-2,1.190116e-1,ci95,3
S9-D11,HbR,10,7.200000,5.288564e-2,-1.557265e-2,1.213439e-1,ci95,3
S9-D11,HbR,10,7.300000,5.290340e-2,-1.774299e-2,1.235498e-1,ci95,3
S9-D11,HbR,10,7.400000,5.286349e-2,-1.968618e-2,1.254132e-1,ci95,3
S9-D11,HbR,10,7.500000,5.279520e-2,-2.109094e-2,1.266813e-1,ci95,3
S9-D11,HbR,10,7.600000,5.270182e-2,-2.187945e-2,1.272831e-1,ci95,3
S9-D11,HbR,10,7.700000,5.258152e-2,-2.199577e-2,1.271588e-1,ci95,3
S9-D11,HbR,10,7.800000,5.244191e-2,-2.150266e-2,1.263865e-1,ci95,3
S9-D11,HbR,10,7.900000,5.221567e-2,-2.053807e-2,1.249694e-1,ci95,3
S9-D11,HbR,10,8.000000,5.188033e-2,-1.950056e-2,1.232612e-1,ci95,3
S9-D11,HbR,10,8.100000,5.138066e-2,-1.875255e-2,1.215139e-1,ci95,3
S9-D11,HbR,10,8.200000,5.064086e-2,-1.861720e-2,1.198989e-1,ci95,3
S9-D11,HbR,10,8.300000,4.955407e-2,-1.928562e-2,1.183938e-1,ci95,3
S9-D11,HbR,10,8.400000,4.801603e-2,-2.094358e-2,1.169756e-1,ci95,3
S9-D11,HbR,10,8.500000,4.600232e-2,-2.331836e-2,1.153230e-1,ci95,3
S9-D11,HbR,10,8.600000,4.348967e-2,-2.614749e-2,1.131268e-1,ci95,3
S9-D11,HbR,10,8.700000,4.045511e-2,-2.907764e-2,1.099879e-1,ci95,3
S9-D11,HbR,10,8.800000,3.701628e-2,-3.195667e-2,1.059892e-1,ci95,3
S9-D11,HbR,10,8.900000,3.333260e-2,-3.465214e-2,1.013173e-1,ci95,3
S9-D11,HbR,10,9.000000,2.957864e-2,-3.717036e-2,9.632763e-2,ci95,3
S9-D11,HbR,10,9.100000,2.594018e-2,-3.964513e-2,9.152549e-2,ci95,3
S9-D11,HbR,10,9.200000,2.262252e-2,-4.223898e-2,8.748402e-2,ci95,3
S9-D11,HbR,10,9.300000,1.985456e-2,-4.475660e-2,8.446572e-2,ci95,3
S9-D11,HbR,10,9.400000,1.769280e-2,-4.718418e-2,8.256978e-2,ci95,3
S9-D11,HbR,10,9.500000,1.618954e-2,-4.926156e-2,8.164064e-2,ci95,3
S9-D11,HbR,10,9.600000,1.537860e-2,-5.061772e-2,8.137492e-2,ci95,3
S9-D11,HbR,10,9.700000,1.520311e-2,-5.097350e-2,8.137972e-2,ci95,3
S9-D11,HbR,10,9.800000,1.553483e-2,-5.036098e-2,8.143064e-2,ci95,3
S9-D11,HbR,10,9.900000,1.622044e-2,-4.896248e-2,8.140337e-2,ci95,3
S9-D11,HbR,10,10.000000,1.712550e-2,-4.689307e-2,8.114406e-2,ci95,3
S9-D11,HbR,10,10.100000,1.813621e-2,-4.415925e-2,8.043168e-2,ci95,3
S9-D11,HbR,10,10.200000,1.905647e-2,-4.103026e-2,7.914321e-2,ci95,3
S9-D11,HbR,10,10.300000,1.983155e-2,-3.749140e-2,7.715450e-2,ci95,3
S9-D11,HbR,10,10.400000,2.042691e-2,-3.354354e-2,7.439736e-2,ci95,3
S9-D11,HbR,10,10.500000,2.086241e-2,-2.920550e-2,7.093031e-2,ci95,3
S9-D11,HbR,10,10.600000,2.115601e-2,-2.482052e-2,6.713254e-2,ci95,3
S9-D11,HbR,10,10.700000,2.137057e-2,-2.101371e-2,6.375486e-2,ci95,3
S9-D11,HbR,10,10.800000,2.162894e-2,-1.852183e-2,6.177971e-2,ci95,3
S9-D11,HbR,10,10.900000,2.202770e-2,-1.811341e-2,6.216882e-2,ci95,3
S9-D11,HbR,10,11.000000,2.266407e-2,-2.003387e-2,6.536201e-2,ci95,3
S9-D11,HbR,10,11.100000,2.360178e-2,-2.363672e-2,7.084028e-2,ci95,3
S9-D11,HbR,10,11.200000,2.484619e-2,-2.785812e-2,7.755051e-2,ci95,3
S9-D11,HbR,10,11.300000,2.636172e-2,-3.172114e-2,8.444459e-2,ci95,3
S9-D11,HbR,10,11.400000,2.804832e-2,-3.445534e-2,9.055198e-2,ci95,3
S9-D11,HbR,10,11.500000,2.980157e-2,-3.555859e-2,9.516173e-2,ci95,3
S9-D11,HbR,10,11.600000,3.149787e-2,-3.495442e-2,9.795016e-2,ci95,3
S9-D11,HbR,10,11.700000,3.296448e-2,-3.302233e-2,9.895129e-2,ci95,3
S9-D11,HbR,10,11.800000,3.407917e-2,-3.022770e-2,9.838603e-2,ci95,3
S9-D11,HbR,10,11.900000,3.471296e-2,-2.712804e-2,9.655397e-2,ci95,3
S9-D11,HbR,10,12.000000,3.486360e-2,-2.468888e-2,9.441609e-2,ci95,3
S9-D11,HbR,10,12.100000,3.456220e-2,-2.349224e-2,9.261663e-2,ci95,3
S9-D11,HbR,10,12.200000,3.388765e-2,-2.386195e-2,9.163725e-2,ci95,3
S9-D11,HbR,10,12.300000,3.295929e-2,-2.585474e-2,9.177333e-2,ci95,3
S9-D11,HbR,10,12.400000,3.189959e-2,-2.927959e-2,9.307876e-2,ci95,3
S9-D11,HbR,10,12.500000,3.081478e-2,-3.379823e-2,9.542778e-2,ci95,3
S9-D11,HbR,10,12.600000,2.984326e-2,-3.890022e-2,9.858675e-2,ci95,3
S9-D11,HbR,10,12.700000,2.906835e-2,-4.423057e-2,1.023673e-1,ci95,3
S9-D11,HbR,10,12.800000,2.856360e-2,-4.944556e-2,1.065728e-1,ci95,3
S9-D11,HbR,10,12.900000,2.834127e-2,-5.400210e-2,1.106846e-1,ci95,3
S9-D11,HbR,10,13.000000,2.839624e-2,-5.748435e-2,1.142768e-1,ci95,3
S9-D11,HbR,10,13.100000,2.869447e-2,-5.956585e-2,1.169548e-1,ci95,3
S9-D11,HbR,10,13.200000,2.918012e-2,-5.996558e-2,1.183258e-1,ci95,3
S9-D11,HbR,10,13.300000,2.982088e-2,-5.854484e-2,1.181866e-1,ci95,3
S9-D11,HbR,10,13.400000,3.063301e-2,-5.534713e-2,1.166132e-1,ci95,3
S9-D11,HbR,10,13.500000,3.154713e-2,-5.094878e-2,1.140430e-1,ci95,3
S9-D11,HbR,10,13.600000,3.254964e-2,-4.594519e-2,1.110445e-1,ci95,3
S9-D11,HbR,10,13.700000,3.362573e-2,-4.106444e-2,1.083159e-1,ci95,3
S9-D11,HbR,10,13.800000,3.480055e-2,-3.704612e-2,1.066472e-1,ci95,3
S9-D11,HbR,10,13.900000,3.602112e-2,-3.435524e-2,1.063975e-1,ci95,3
S9-D11,HbR,10,14.000000,3.724393e-2,-3.300709e-2,1.074949e-1,ci95,3
S9-D11,HbR,10,14.100000,3.842447e-2,-3.264889e-2,1.094978e-1,ci95,3
S9-D11,HbR,10,14.200000,3.947300e-2,-3.281630e-2,1.117623e-1,ci95,3
S9-D11,HbR,10,14.300000,4.019378e-2,-3.352532e-2,1.139129e-1,ci95,3
S9-D11,HbR,10,14.400000,4.054826e-2,-3.470010e-2,1.157966e-1,ci95,3
S9-D11,HbR,10,14.500000,4.045512e-2,-3.664409e-2,1.175543e-1,ci95,3
S9-D11,HbR,10,14.600000,3.986660e-2,-3.969920e-2,1.194324e-1,ci95,3
S9-D11,HbR,10,14.700000,3.868321e-2,-4.402768e-2,1.213941e-1,ci95,3
S9-D11,HbR,10,14.800000,3.701216e-2,-4.940870e-2,1.234330e-1,ci95,3
S9-D11,HbR,10,14.900000,3.496266e-2,-5.518054e-2,1.251059e-1,ci95,3
S9-D11,HbR,10,15.000000,3.266009e-2,-6.052952e-2,1.258497e-1,ci95,3
S9-D11,HbR,10,15.100000,3.026430e-2,-6.454349e-2,1.250721e-1,ci95,3
S9-D11,HbR,10,15.200000,2.809321e-2,-6.607982e-2,1.222662e-1,ci95,3
S9-D11,HbR,10,15.300000,2.632533e-2,-6.486353e-2,1.175142e-1,ci95,3
S9-D11,HbR,10,15.400000,2.516492e-2,-6.060593e-2,1.109358e-1,ci95,3
S9-D11,HbR,10,15.500000,2.478917e-2,-5.330389e-2,1.028822e-1,ci95,3
S9-D11,HbR,10,15.600000,2.543889e-2,-4.301846e-2,9.389623e-2,ci95,3
S9-D11,HbR,10,15.700000,2.713804e-2,-3.047080e-2,8.474689e-2,ci95,3
S9-D11,HbR,10,15.800000,2.981802e-2,-1.685125e-2,7.648729e-2,ci95,3
S9-D11,HbR,10,15.900000,3.339377e-2,-3.449532e-3,7.023707e-2,ci95,3
S9-D11,HbR,10,16.000000,3.773885e-2,8.194024e-3,6.728368e-2,ci95,3
S9-D11,HbR,10,16.100000,4.260037e-2,1.669588e-2,6.850486e-2,ci95,3
S9-D11,HbR,10,16.200000,4.764339e-2,2.167527e-2,7.361152e-2,ci95,3
S9-D11,HbR,10,16.300000,5.257899e-2,2.443793e-2,8.072006e-2,ci95,3
S9-D11,HbR,10,16.400000,5.711098e-2,2.625158e-2,8.797038e-2,ci95,3
S9-D11,HbR,10,16.500000,6.092449e-2,2.769119e-2,9.415778e-2,ci95,3
S9-D11,HbR,10,16.600000,6.379962e-2,2.874534e-2,9.885390e-2,ci95,3
S9-D11,HbR,10,16.700000,6.567336e-2,2.910943e-2,1.022373e-1,ci95,3
S9-D11,HbR,10,16.800000,6.651232e-2,2.868495e-2,1.043397e-1,ci95,3
S9-D11,HbR,10,16.900000,6.633917e-2,2.750276e-2,1.051756e-1,ci95,3
S9-D11,HbR,10,17.000000,6.524552e-2,2.598786e-2,1.045032e-1,ci95,3
S9-D11,HbR,10,17.100000,6.353327e-2,2.433578e-2,1.027308e-1,ci95,3
S9-D11,HbR,10,17.200000,6.143901e-2,2.281096e-2,1.000671e-1,ci95,3
S9-D11,HbR,10,17.300000,5.921955e-2,2.162721e-2,9.681188e-2,ci95,3
S9-D11,HbR,10,17.400000,5.711953e-2,2.077184e-2,9.346723e-2,ci95,3
S9-D11,HbR,10,17.500000,5.537175e-2,2.000770e-2,9.073580e-2,ci95,3
S9-D11,HbR,10,17.600000,5.408504e-2,1.913263e-2,8.903744e-2,ci95,3
S9-D11,HbR,10,17.700000,5.330830e-2,1.796810e-2,8.864849e-2,ci95,3
S9-D11,HbR,10,17.800000,5.302458e-2,1.649218e-2,8.955698e-2,ci95,3
S9-D11,HbR,10,17.900000,5.313209e-2,1.467038e-2,9.159379e-2,ci95,3
S9-D11,HbR,10,18.000000,5.341673e-2,1.267788e-2,9.415558e-2,ci95,3
S9-D11,HbR,10,18.100000,5.368596e-2,1.059930e-2,9.677261e-2,ci95,3
S9-D11,HbR,10,18.200000,5.375039e-2,8.411739e-3,9.908905e-2,ci95,3
S9-D11,HbR,10,18.300000,5.343163e-2,6.022960e-3,1.008403e-1,ci95,3
S9-D11,HbR,10,18.400000,5.264465e-2,3.348945e-3,1.019404e-1,ci95,3
S9-D11,HbR,10,18.500000,5.141967e-2,1.771960e-4,1.026621e-1,ci95,3
S9-D11,HbR,10,18.600000,4.983714e-2,-3.657790e-3,1.033321e-1,ci95,3
S9-D11,HbR,10,18.700000,4.803209e-2,-8.290909e-3,1.043551e-1,ci95,3
S9-D11,HbR,10,18.800000,4.622484e-2,-1.376162e-2,1.062113e-1,ci95,3
S9-D11,HbR,10,18.900000,4.462943e-2,-1.992737e-2,1.091862e-1,ci95,3
S9-D11,HbR,10,19.000000,4.341210e-2,-2.657962e-2,1.134038e-1,ci95,3
S9-D11,HbR,10,19.100000,4.269199e-2,-3.350433e-2,1.188883e-1,ci95,3
S9-D11,HbR,10,19.200000,4.258897e-2,-4.041499e-2,1.255929e-1,ci95,3
S9-D11,HbR,10,19.300000,4.312787e-2,-4.727969e-2,1.335354e-1,ci95,3
S9-D11,HbR,10,19.400000,4.419838e-2,-5.406615e-2,1.424629e-1,ci95,3
S9-D11,HbR,10,19.500000,4.570783e-2,-6.090202e-2,1.523177e-1,ci95,3
S9-D11,HbR,10,19.600000,4.751177e-2,-6.810966e-2,1.631332e-1,ci95,3
S9-D11,HbR,10,19.700000,4.955713e-2,-7.573332e-2,1.748476e-1,ci95,3
S9-D11,HbR,10,19.800000,5.165376e-2,-8.423626e-2,1.875438e-1,ci95,3
S9-D11,HbR,10,19.900000,5.370417e-2,-9.388892e-2,2.012973e-1,ci95,3
S9-D11,HbR,10,20.000000,5.561880e-2,-1.048946e-1,2.161322e-1,ci95,3
S9-D11,HbR,10,20.100000,5.733611e-2,-1.171903e-1,2.318625e-1,ci95,3
S9-D11,HbR,10,20.200000,5.878000e-2,-1.304553e-1,2.480153e-1,ci95,3
S9-D11,HbR,10,20.300000,5.991588e-2,-1.442839e-1,2.641157e-1,ci95,3
S9-D11,HbR,10,20.400000,6.069352e-2,-1.580540e-1,2.794411e-1,ci95,3
S9-D11,HbR,10,20.500000,6.108952e-2,-1.709040e-1,2.930830e-1,ci95,3
S9-D11,HbR,10,20.600000,6.092546e-2,-1.822025e-1,3.040534e-1,ci95,3
S9-D11,HbR,10,20.700000,6.022219e-2,-1.914967e-1,3.119411e-1,ci95,3
S9-D11,HbR,10,20.800000,5.894602e-2,-1.985351e-1,3.164271e-1,ci95,3
S9-D11,HbR,10,20.900000,5.709185e-2,-2.032056e-1,3.173893e-1,ci95,3
S9-D11,HbR,10,21.000000,5.461432e-2,-2.057100e-1,3.149387e-1,ci95,3
S9-D11,HbR,10,21.100000,5.153763e-2,-2.066314e-1,3.097067e-1,ci95,3
S9-D11,HbR,10,21.200000,4.804056e-2,-2.066099e-1,3.026910e-1,ci95,3
S9-D11,HbR,10,21.300000,4.426791e-2,-2.062430e-1,2.947788e-1,ci95,3
S9-D11,HbR,10,21.400000,4.038754e-2,-2.061036e-1,2.868787e-1,ci95,3
S9-D11,HbR,10,21.500000,3.664554e-2,-2.065961e-1,2.798872e-1,ci95,3
S9-D11,HbR,10,21.600000,3.324202e-2,-2.078956e-1,2.743796e-1,ci95,3
S9-D11,HbR,10,21.700000,3.034640e-2,-2.099809e-1,2.706737e-1,ci95,3
S9-D11,HbR,10,21.800000,2.809421e-2,-2.127381e-1,2.689265e-1,ci95,3
S9-D11,HbR,10,21.900000,2.664928e-2,-2.159196e-1,2.692181e-1,ci95,3
S9-D11,HbR,10,22.000000,2.612102e-2,-2.192614e-1,2.715034e-1,ci95,3
S9-D11,HbR,10,22.100000,2.644898e-2,-2.225030e-1,2.754009e-1,ci95,3
S9-D11,HbR,10,22.200000,2.761694e-2,-2.253785e-1,2.806124e-1,ci95,3
S9-D11,HbR,10,22.300000,2.961046e-2,-2.273975e-1,2.866184e-1,ci95,3
S9-D11,HbR,10,22.400000,3.235557e-2,-2.283208e-1,2.930319e-1,ci95,3
S9-D11,HbR,10,22.500000,3.565390e-2,-2.278985e-1,2.992063e-1,ci95,3
S9-D11,HbR,10,22.600000,3.934393e-2,-2.259035e-1,3.045914e-1,ci95,3
S9-D11,HbR,10,22.700000,4.326781e-2,-2.221810e-1,3.087166e-1,ci95,3
S9-D11,HbR,10,22.800000,4.722572e-2,-2.167648e-1,3.112162e-1,ci95,3
S9-D11,HbR,10,22.900000,5.095743e-2,-2.101658e-1,3.120806e-1,ci95,3
S9-D11,HbR,10,23.000000,5.431830e-2,-2.028951e-1,3.115317e-1,ci95,3
S9-D11,HbR,10,23.100000,5.716238e-2,-1.955880e-1,3.099127e-1,ci95,3
S9-D11,HbR,10,23.200000,5.934696e-2,-1.891441e-1,3.078380e-1,ci95,3
S9-D11,HbR,10,23.300000,6.076790e-2,-1.842755e-1,3.058113e-1,ci95,3
S9-D11,HbR,10,23.400000,6.149729e-2,-1.816132e-1,3.046078e-1,ci95,3
S9-D11,HbR,10,23.500000,6.158925e-2,-1.816359e-1,3.048144e-1,ci95,3
S9-D11,HbR,10,23.600000,6.111192e-2,-1.846950e-1,3.069189e-1,ci95,3
S9-D11,HbR,10,23.700000,6.013363e-2,-1.909709e-1,3.112382e-1,ci95,3
S9-D11,HbR,10,23.800000,5.887060e-2,-1.999349e-1,3.176761e-1,ci95,3
S9-D11,HbR,10,23.900000,5.741849e-2,-2.110030e-1,3.258400e-1,ci95,3
S9-D11,HbR,10,24.000000,5.586634e-2,-2.234748e-1,3.352075e-1,ci95,3
S9-D11,HbR,10,24.100000,5.429273e-2,-2.364786e-1,3.450641e-1,ci95,3
S9-D11,HbR,10,24.200000,5.271747e-2,-2.491197e-1,3.545546e-1,ci95,3
S9-D11,HbR,10,24.300000,5.111988e-2,-2.606592e-1,3.628989e-1,ci95,3
S9-D11,HbR,10,24.400000,4.946431e-2,-2.705441e-1,3.694728e-1,ci95,3
S9-D11,HbR,10,24.500000,4.770169e-2,-2.783721e-1,3.737755e-1,ci95,3
S9-D11,HbR,10,24.600000,4.579982e-2,-2.838219e-1,3.754215e-1,ci95,3
S9-D11,HbR,10,24.700000,4.357050e-2,-2.870457e-1,3.741867e-1,ci95,3
S9-D11,HbR,10,24.800000,4.106006e-2,-2.883803e-1,3.705004e-1,ci95,3
S9-D11,HbR,10,24.900000,3.828049e-2,-2.881520e-1,3.647130e-1,ci95,3
S9-D11,HbR,10,25.000000,3.527806e-2,-2.866702e-1,3.572263e-1,ci95,3
S9-D11,HbR,10,25.100000,3.211196e-2,-2.842325e-1,3.484565e-1,ci95,3
S9-D11,HbR,10,25.200000,2.888438e-2,-2.811314e-1,3.389002e-1,ci95,3
S9-D11,HbR,10,25.300000,2.573694e-2,-2.776929e-1,3.291668e-1,ci95,3
S9-D11,HbR,10,25.400000,2.278216e-2,-2.741032e-1,3.196675e-1,ci95,3
S9-D11,HbR,10,25.500000,2.010584e-2,-2.705933e-1,3.108050e-1,ci95,3
S9-D11,HbR,10,25.600000,1.788577e-2,-2.672330e-1,3.030045e-1,ci95,3
S9-D11,HbR,10,25.700000,1.609798e-2,-2.644072e-1,2.966032e-1,ci95,3
S9-D11,HbR,10,25.800000,1.473817e-2,-2.623928e-1,2.918692e-1,ci95,3
S9-D11,HbR,10,25.900000,1.375126e-2,-2.615759e-1,2.890784e-1,ci95,3
S9-D11,HbR,10,26.000000,1.313620e-2,-2.621808e-1,2.884532e-1,ci95,3
S9-D11,HbR,10,26.100000,1.284701e-2,-2.644064e-1,2.901004e-1,ci95,3
S9-D11,HbR,10,26.200000,1.277761e-2,-2.681186e-1,2.936738e-1,ci95,3
S9-D11,HbR,10,26.300000,1.288322e-2,-2.731019e-1,2.988684e-1,ci95,3
S9-D11,HbR,10,26.400000,1.313102e-2,-2.789865e-1,3.052485e-1,ci95,3
S9-D11,HbR,10,26.500000,1.351665e-2,-2.852164e-1,3.122497e-1,ci95,3
S9-D11,HbR,10,26.600000,1.398901e-2,-2.912040e-1,3.191821e-1,ci95,3
S9-D11,HbR,10,26.700000,1.451301e-2,-2.964348e-1,3.254609e-1,ci95,3
S9-D11,HbR,10,26.800000,1.505717e-2,-3.004366e-1,3.305509e-1,ci95,3
S9-D11,HbR,10,26.900000,1.555784e-2,-3.028584e-1,3.339741e-1,ci95,3
S9-D11,HbR,10,27.000000,1.589782e-2,-3.035437e-1,3.353394e-1,ci95,3
S9-D11,HbR,10,27.100000,1.604052e-2,-3.026805e-1,3.347615e-1,ci95,3
S9-D11,HbR,10,27.200000,1.593359e-2,-3.004964e-1,3.323636e-1,ci95,3
S9-D11,HbR,10,27.300000,1.555202e-2,-2.973253e-1,3.284293e-1,ci95,3
S9-D11,HbR,10,27.400000,1.486674e-2,-2.935919e-1,3.233254e-1,ci95,3
S9-D11,HbR,10,27.500000,1.396581e-2,-2.898165e-1,3.177481e-1,ci95,3
S9-D11,HbR,10,27.600000,1.294315e-2,-2.864228e-1,3.123092e-1,ci95,3
S9-D11,HbR,10,27.700000,1.189792e-2,-2.837326e-1,3.075284e-1,ci95,3
S9-D11,HbR,10,27.800000,1.093195e-2,-2.819895e-1,3.038534e-1,ci95,3
S9-D11,HbR,10,27.900000,1.017279e-2,-2.813776e-1,3.017231e-1,ci95,3
S9-D11,HbR,10,28.000000,9.656660e-3,-2.817654e-1,3.010788e-1,ci95,3
S9-D11,HbR,10,28.100000,9.409787e-3,-2.830139e-1,3.018335e-1,ci95,3
S9-D11,HbR,10,28.200000,9.441345e-3,-2.848445e-1,3.037272e-1,ci95,3
S9-D11,HbR,10,28.300000,9.710211e-3,-2.871114e-1,3.065318e-1,ci95,3
S9-D11,HbR,10,28.400000,1.014971e-2,-2.894536e-1,3.097531e-1,ci95,3
S9-D11,HbR,10,28.500000,1.067164e-2,-2.915670e-1,3.129102e-1,ci95,3
S9-D11,HbR,10,28.600000,1.120195e-2,-2.931914e-1,3.155953e-1,ci95,3
S9-D11,HbR,10,28.700000,1.166139e-2,-2.941340e-1,3.174568e-1,ci95,3
S9-D11,HbR,10,28.800000,1.195778e-2,-2.942231e-1,3.181386e-1,ci95,3
S9-D11,HbR,10,28.900000,1.208450e-2,-2.934855e-1,3.176545e-1,ci95,3
S9-D11,HbR,10,29.000000,1.204448e-2,-2.919962e-1,3.160852e-1,ci95,3
S9-D11,HbR,10,29.100000,1.186030e-2,-2.899924e-1,3.137130e-1,ci95,3
S9-D11,HbR,10,29.200000,1.162684e-2,-2.876706e-1,3.109243e-1,ci95,3
S9-D11,HbR,10,29.300000,1.142954e-2,-2.854845e-1,3.083435e-1,ci95,3
S9-D11,HbR,10,29.400000,1.137376e-2,-2.838731e-1,3.066206e-1,ci95,3
S9-D11,HbR,10,29.500000,1.154326e-2,-2.832563e-1,3.063429e-1,ci95,3
S9-D11,HbR,10,29.600000,1.200922e-2,-2.840035e-1,3.080219e-1,ci95,3
S9-D11,HbR,10,29.700000,1.287225e-2,-2.864805e-1,3.122250e-1,ci95,3
S9-D11,HbR,10,29.800000,1.407082e-2,-2.906701e-1,3.188118e-1,ci95,3
S9-D11,HbR,10,29.900000,1.556571e-2,-2.965544e-1,3.276858e-1,ci95,3
S9-D11,HbR,10,30.000000,1.728544e-2,-3.040215e-1,3.385923e-1,ci95,3
S9-D11,HbR,10,30.100000,1.915341e-2,-3.128262e-1,3.511330e-1,ci95,3
S9-D11,HbR,10,30.200000,2.107505e-2,-3.224541e-1,3.646042e-1,ci95,3
S9-D11,HbR,10,30.300000,2.293989e-2,-3.323049e-1,3.781847e-1,ci95,3
S9-D11,HbR,10,30.400000,2.467501e-2,-3.417555e-1,3.911055e-1,ci95,3
S9-D11,HbR,10,30.500000,2.623014e-2,-3.501144e-1,4.025747e-1,ci95,3
S9-D11,HbR,10,30.600000,2.748768e-2,-3.567483e-1,4.117236e-1,ci95,3
S9-D11,HbR,10,30.700000,2.847436e-2,-3.613754e-1,4.183241e-1,ci95,3
S9-D11,HbR,10,30.800000,2.918686e-2,-3.638206e-1,4.221943e-1,ci95,3
S9-D11,HbR,10,30.900000,2.966358e-2,-3.639935e-1,4.233207e-1,ci95,3
S9-D11,HbR,10,31.000000,2.986762e-2,-3.622234e-1,4.219587e-1,ci95,3
S9-D11,HbR,10,31.100000,2.984946e-2,-3.590637e-1,4.187626e-1,ci95,3
S9-D11,HbR,10,31.200000,2.968605e-2,-3.552091e-1,4.145812e-1,ci95,3
S9-D11,HbR,10,31.300000,2.942634e-2,-3.513648e-1,4.102175e-1,ci95,3
S9-D11,HbR,10,31.400000,2.910148e-2,-3.483231e-1,4.065261e-1,ci95,3
S9-D11,HbR,10,31.500000,2.881241e-2,-3.467304e-1,4.043552e-1,ci95,3
S9-D11,HbR,10,31.600000,2.859427e-2,-3.469096e-1,4.040982e-1,ci95,3
S9-D11,HbR,10,31.700000,2.847948e-2,-3.489855e-1,4.059444e-1,ci95,3
S9-D11,HbR,10,31.800000,2.844831e-2,-3.530359e-1,4.099325e-1,ci95,3
S9-D11,HbR,10,31.900000,2.858919e-2,-3.585784e-1,4.157567e-1,ci95,3
S9-D11,HbR,10,32.000000,2.887468e-2,-3.650490e-1,4.227984e-1,ci95,3
S9-D11,HbR,10,32.100000,2.925499e-2,-3.718953e-1,4.304053e-1,ci95,3
S9-D11,HbR,10,32.200000,2.969356e-2,-3.785449e-1,4.379320e-1,ci95,3
S9-D11,HbR,10,32.300000,3.016852e-2,-3.843266e-1,4.446636e-1,ci95,3
S9-D11,HbR,10,32.400000,3.057334e-2,-3.885247e-1,4.496714e-1,ci95,3
S9-D11,HbR,10,32.500000,3.083879e-2,-3.908356e-1,4.525131e-1,ci95,3
S9-D11,HbR,10,32.600000,3.089552e-2,-3.909781e-1,4.527692e-1,ci95,3
S9-D11,HbR,10,32.700000,3.070693e-2,-3.886517e-1,4.500655e-1,ci95,3
S9-D11,HbR,10,32.800000,3.012318e-2,-3.840342e-1,4.442806e-1,ci95,3
S9-D11,HbR,10,32.900000,2.910497e-2,-3.775631e-1,4.357730e-1,ci95,3
S9-D11,HbR,10,33.000000,2.771418e-2,-3.697915e-1,4.252198e-1,ci95,3
